filename,id,title,risk_data_type,has_hazard,has_exposure,has_vulnerability,has_loss,license,resource_count,country_count
rdls_ev-afg_reach_annualwholeassessmentwoaa.json,rdls_ev-afg_reach_annualwholeassessmentwoaa,Annual Whole of Afghanistan Assessment (WoAA 2022) Household Dataset,exposure|vulnerability,False,True,True,False,nan,0,1
rdls_ev-afg_reach_humanitariansituationmoni.json,rdls_ev-afg_reach_humanitariansituationmoni,Afghanistan: Humanitarian Situation Monitoring (HSM) Round 4 KII (Analysis),exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),1,1
rdls_ev-afg_reach_humanitariansituationmoni_232b42c3.json,rdls_ev-afg_reach_humanitariansituationmoni_232b42c3,Afghanistan: Humanitarian Situation Monitoring (HSM) Round 7 KII (Data),exposure|vulnerability,False,True,True,False,nan,0,1
rdls_ev-afg_reach_humanitariansituationmoni_4c3cf3ee.json,rdls_ev-afg_reach_humanitariansituationmoni_4c3cf3ee,Afghanistan: Humanitarian Situation Monitoring (HSM) Round 6 KII (Analysis),exposure|vulnerability,False,True,True,False,CC0-1.0,1,1
rdls_ev-afg_reach_humanitariansituationmoni_51b85751.json,rdls_ev-afg_reach_humanitariansituationmoni_51b85751,Afghanistan: Humanitarian Situation Monitoring (HSM) Round 10 KII (Data),exposure|vulnerability,False,True,True,False,nan,0,1
rdls_ev-afg_reach_humanitariansituationmoni_551e3c01.json,rdls_ev-afg_reach_humanitariansituationmoni_551e3c01,Afghanistan: Humanitarian Situation Monitoring (HSM) Round 8 KII (Data),exposure|vulnerability,False,True,True,False,nan,0,1
rdls_ev-afg_reach_humanitariansituationmoni_78784983.json,rdls_ev-afg_reach_humanitariansituationmoni_78784983,Afghanistan: Humanitarian Situation Monitoring (HSM) Round 3 KII (Analysis),exposure|vulnerability,False,True,True,False,CC0-1.0,1,1
rdls_ev-afg_reach_humanitariansituationmoni_808a2bdb.json,rdls_ev-afg_reach_humanitariansituationmoni_808a2bdb,Afghanistan: Humanitarian Situation Monitoring (HSM) Round 8 KII (Analysis),exposure|vulnerability,False,True,True,False,CC0-1.0,1,1
rdls_ev-afg_reach_humanitariansituationmoni_8bd621f9.json,rdls_ev-afg_reach_humanitariansituationmoni_8bd621f9,Afghanistan: Humanitarian Situation Monitoring (HSM) Round 5 KII (Analysis),exposure|vulnerability,False,True,True,False,CC0-1.0,1,1
rdls_ev-afg_reach_humanitariansituationmoni_93d72bbf.json,rdls_ev-afg_reach_humanitariansituationmoni_93d72bbf,Afghanistan: Humanitarian Situation Monitoring Round5 KII Dataset,exposure|vulnerability,False,True,True,False,nan,0,1
rdls_ev-afg_reach_humanitariansituationmoni_a39143e1.json,rdls_ev-afg_reach_humanitariansituationmoni_a39143e1,Afghanistan: Humanitarian Situation Monitoring (HSM) Round 9 KII (Data),exposure|vulnerability,False,True,True,False,nan,0,1
rdls_ev-afg_reach_humanitariansituationmoni_bf6fb149.json,rdls_ev-afg_reach_humanitariansituationmoni_bf6fb149,Afghanistan: Humanitarian Situation Monitoring (HSM) Round3 KII Dataset,exposure|vulnerability,False,True,True,False,nan,0,1
rdls_ev-afg_reach_humanitariansituationmoni_cfdee068.json,rdls_ev-afg_reach_humanitariansituationmoni_cfdee068,Afghanistan: Humanitarian Situation Monitoring (HSM) Round 11 KII (Analysis),exposure|vulnerability,False,True,True,False,CC0-1.0,1,1
rdls_ev-afg_reach_humanitariansituationmoni_dad1a618.json,rdls_ev-afg_reach_humanitariansituationmoni_dad1a618,Afghanistan: Humanitarian Situation Monitoring (HSM) Round 10 KII (Analysis),exposure|vulnerability,False,True,True,False,CC-BY-4.0,1,1
rdls_ev-afg_reach_humanitariansituationmoni_def7a4f8.json,rdls_ev-afg_reach_humanitariansituationmoni_def7a4f8,Afghanistan: Humanitarian Situation Monitoring (HSM) Round 7 KII (Analysis),exposure|vulnerability,False,True,True,False,CC0-1.0,1,1
rdls_ev-afg_reach_midyearwholeassessment202.json,rdls_ev-afg_reach_midyearwholeassessment202,Mid-year Whole of Afghanistan Assessment 2022 (Mid-year WoAA 2022) Household Dataset,exposure|vulnerability,False,True,True,False,nan,0,1
rdls_ev-afg_reach_reachafghanistanhumanitar.json,rdls_ev-afg_reach_reachafghanistanhumanitar,REACH_Afghanistan_Humanitarian_Situation_Monitoring_Round1_KII_Dataset,exposure|vulnerability,False,True,True,False,nan,0,1
rdls_ev-afg_reach_reachafghanistanhumanitar_4043e998.json,rdls_ev-afg_reach_reachafghanistanhumanitar_4043e998,REACH_Afghanistan_Humanitarian_Situation_Monitoring_Pilot_KII_Dataset,exposure|vulnerability,False,True,True,False,nan,0,1
rdls_ev-afg_reach_reachafghanistanhumanitar_8ccd97ee.json,rdls_ev-afg_reach_reachafghanistanhumanitar_8ccd97ee,REACH_Afghanistan_Humanitarian_Situation_Monitoring_Round2_KII_Dataset,exposure|vulnerability,False,True,True,False,nan,0,1
rdls_ev-afg_reach_wholeassesmentdataset2024.json,rdls_ev-afg_reach_wholeassesmentdataset2024,Whole of Afghanistan Assesment (dataset) 2024,exposure|vulnerability,False,True,True,False,nan,0,1
rdls_ev-afg_reach_wholeassessment2024analys.json,rdls_ev-afg_reach_wholeassessment2024analys,Whole of Afghanistan Assessment 2024 (Analysis),exposure|vulnerability,False,True,True,False,nan,0,1
rdls_ev-afg_undp_indicators.json,rdls_ev-afg_undp_indicators,Afghanistan - Human Development Indicators,exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),2,1
rdls_ev-afg_unesco_educationindicators.json,rdls_ev-afg_unesco_educationindicators,Afghanistan - Education Indicators,exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),9,1
rdls_ev-afg_unhcr_communitybasedprotectionm.json,rdls_ev-afg_unhcr_communitybasedprotectionm,Afghanistan - Community Based Protection Monitoring 2023,exposure|vulnerability,False,True,True,False,Other,2,1
rdls_ev-afg_unhcr_communitybasedprotectionm_5b711ab7.json,rdls_ev-afg_unhcr_communitybasedprotectionm_5b711ab7,Afghanistan - Community Based Protection Monitoring 2024 October - December,exposure|vulnerability,False,True,True,False,Other,2,1
rdls_ev-afg_unhcr_communitybasedprotectionm_80562540.json,rdls_ev-afg_unhcr_communitybasedprotectionm_80562540,Afghanistan - Community Based Protection Monitoring 2024 January-June,exposure|vulnerability,False,True,True,False,Other,2,1
rdls_ev-afg_unhcr_communitybasedprotectionm_b8bd0eeb.json,rdls_ev-afg_unhcr_communitybasedprotectionm_b8bd0eeb,Afghanistan - Community Based Protection Monitoring - 2025,exposure|vulnerability,False,True,True,False,Other,2,1
rdls_ev-afg_unhcr_communitybasedprotectionm_e7153ba6.json,rdls_ev-afg_unhcr_communitybasedprotectionm_e7153ba6,Afghanistan - Community Based Protection Monitoring - 2024,exposure|vulnerability,False,True,True,False,Other,2,1
rdls_ev-afg_unhcr_householdmultisectoralnee.json,rdls_ev-afg_unhcr_householdmultisectoralnee,Afghanistan - Household Multi-Sectoral Need Assessment (MSNA) - 2025,exposure|vulnerability,False,True,True,False,Other,2,1
rdls_ev-afg_unhcr_postreturnmonitoringsurve.json,rdls_ev-afg_unhcr_postreturnmonitoringsurve,Afghanistan - Post-Return Monitoring Survey - 2024,exposure|vulnerability,False,True,True,False,Other,2,1
rdls_ev-afg_unhcr_postreturnmonitoringsurve_dc75a1fd.json,rdls_ev-afg_unhcr_postreturnmonitoringsurve_dc75a1fd,Afghanistan - Post-Return Monitoring Survey - 2023,exposure|vulnerability,False,True,True,False,Other,2,1
rdls_ev-afg_unhcr_socioeconomicassessmentpa.json,rdls_ev-afg_unhcr_socioeconomicassessmentpa,Afghanistan - Socio-economic assessment of Pakistani refugees in Afghanistan's Khost and Paktika provinces 2017,exposure|vulnerability,False,True,True,False,Other,2,1
rdls_ev-afg_unhcr_socioeconomicassessmentpa_e04e2820.json,rdls_ev-afg_unhcr_socioeconomicassessmentpa_e04e2820,Afghanistan - Socio-economic assessment of Pakistani refugees in Afghanistan's Khost and Paktika provinces 2017,exposure|vulnerability,False,True,True,False,Other,2,1
rdls_ev-afg_who_indicators.json,rdls_ev-afg_who_indicators,Afghanistan - Health Indicators,exposure|vulnerability,False,True,True,False,Other,37,1
rdls_ev-afg_who_indicators_ed7c9642.json,rdls_ev-afg_who_indicators_ed7c9642,Afghanistan - Health Indicators,exposure|vulnerability,False,True,True,False,Other,38,1
rdls_ev-afg_worldbank_climatechange.json,rdls_ev-afg_worldbank_climatechange,Afghanistan - Climate Change,exposure|vulnerability,False,True,True,False,CC-BY-4.0,2,1
rdls_ev-afg_worldbank_education.json,rdls_ev-afg_worldbank_education,Afghanistan - Education,exposure|vulnerability,False,True,True,False,CC-BY-4.0,2,1
rdls_ev-afg_worldbank_gender.json,rdls_ev-afg_worldbank_gender,Afghanistan - Gender,exposure|vulnerability,False,True,True,False,CC-BY-4.0,2,1
rdls_ev-afg_worldbank_poverty.json,rdls_ev-afg_worldbank_poverty,Afghanistan - Poverty,exposure|vulnerability,False,True,True,False,CC-BY-4.0,2,1
rdls_ev-afg_worldbank_realtimeprices.json,rdls_ev-afg_worldbank_realtimeprices,Afghanistan - Real Time Prices,exposure|vulnerability,False,True,True,False,CC-BY-4.0,3,1
rdls_ev-afg_worldbank_socialprotectionlabor.json,rdls_ev-afg_worldbank_socialprotectionlabor,Afghanistan - Social Protection and Labor,exposure|vulnerability,False,True,True,False,CC-BY-4.0,2,1
rdls_ev-afgtjk_hdx_foodinsecuritymappingcent.json,rdls_ev-afgtjk_hdx_foodinsecuritymappingcent,Food Insecurity Mapping - Central Asia (October - December 2014),exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),1,2
rdls_ev-afgtjk_hdx_foodinsecuritymappingcent_1ceb8936.json,rdls_ev-afgtjk_hdx_foodinsecuritymappingcent_1ceb8936,Food Insecurity Mapping - Central Asia (July - September 2013),exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),1,2
rdls_ev-afgtjk_hdx_foodinsecuritymappingcent_1eab761f.json,rdls_ev-afgtjk_hdx_foodinsecuritymappingcent_1eab761f,Food Insecurity Mapping - Central Asia (January - March 2015),exposure|vulnerability,False,True,True,False,CC-BY-4.0,1,2
rdls_ev-afgtjk_hdx_foodinsecuritymappingcent_43993602.json,rdls_ev-afgtjk_hdx_foodinsecuritymappingcent_43993602,Food Insecurity Mapping - Central Asia (October - December 2013),exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),1,2
rdls_ev-afgtjk_hdx_foodinsecuritymappingcent_7520bb91.json,rdls_ev-afgtjk_hdx_foodinsecuritymappingcent_7520bb91,Food Insecurity Mapping - Central Asia (July - September 2014),exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),1,2
rdls_ev-afgtjk_hdx_foodinsecuritymappingcent_9cd767f7.json,rdls_ev-afgtjk_hdx_foodinsecuritymappingcent_9cd767f7,Food Insecurity Mapping - Central Asia (January - March 2014),exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),1,2
rdls_ev-afgtjk_hdx_foodinsecuritymappingcent_9ff6a664.json,rdls_ev-afgtjk_hdx_foodinsecuritymappingcent_9ff6a664,Food Insecurity Mapping - Central Asia (April - June 2015),exposure|vulnerability,False,True,True,False,CC-BY-4.0,1,2
rdls_ev-afgtjk_hdx_foodinsecuritymappingcent_b5a4e6f6.json,rdls_ev-afgtjk_hdx_foodinsecuritymappingcent_b5a4e6f6,Food Insecurity Mapping - Central Asia (April - June 2013),exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),1,2
rdls_ev-afgtjk_hdx_foodinsecuritymappingcent_c8d57d52.json,rdls_ev-afgtjk_hdx_foodinsecuritymappingcent_c8d57d52,Food Insecurity Mapping - Central Asia (July - September 2015),exposure|vulnerability,False,True,True,False,CC-BY-4.0,1,2
rdls_ev-afgtjk_hdx_foodinsecuritymappingcent_f6c02e2c.json,rdls_ev-afgtjk_hdx_foodinsecuritymappingcent_f6c02e2c,Food Insecurity Mapping - Central Asia (April - June 2014),exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),1,2
rdls_ev-afgtjk_hdx_foodinsecuritymappingcent_fd5436f8.json,rdls_ev-afgtjk_hdx_foodinsecuritymappingcent_fd5436f8,Food Insecurity Mapping - Central Asia (January - March 2013),exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),1,2
rdls_ev-ago_d4cc_motorisedtraveltimesecond.json,rdls_ev-ago_d4cc_motorisedtraveltimesecond,Angola Motorised Travel Time (in seconds) to nearest health centre,exposure|vulnerability,False,True,True,False,CC-BY-4.0,1,1
rdls_ev-ago_d4cc_walkingtraveltimenearestl.json,rdls_ev-ago_d4cc_walkingtraveltimenearestl,Angola Walking Travel Time to nearest Level IV health centre,exposure|vulnerability,False,True,True,False,CC-BY-4.0,1,1
rdls_ev-ago_fao_prices.json,rdls_ev-ago_fao_prices,Angola - Food Prices,exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),5,1
rdls_ev-ago_fao_securitynutritionindicato.json,rdls_ev-ago_fao_securitynutritionindicato,Angola - Food Security and Nutrition Indicators,exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),2,1
rdls_ev-ago_hdxapi_hdxhapi.json,rdls_ev-ago_hdxapi_hdxhapi,HDX HAPI Data for Angola,exposure|vulnerability,False,True,True,False,Other,11,1
rdls_ev-ago_ophi_multidimensionalindex.json,rdls_ev-ago_ophi_multidimensionalindex,Angola Multidimensional Poverty Index,exposure|vulnerability,False,True,True,False,CC0-1.0,1,1
rdls_ev-ago_undp_indicators.json,rdls_ev-ago_undp_indicators,Angola - Human Development Indicators,exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),2,1
rdls_ev-ago_unesco_educationindicators.json,rdls_ev-ago_unesco_educationindicators,Angola - Education Indicators,exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),9,1
rdls_ev-ago_unhcr_energymonitoringframework.json,rdls_ev-ago_unhcr_energymonitoringframework,"Angola - Energy Monitoring Framework Survey, 2019",exposure|vulnerability,False,True,True,False,Other,2,1
rdls_ev-ago_who_indicators.json,rdls_ev-ago_who_indicators,Angola - Health Indicators,exposure|vulnerability,False,True,True,False,Other,34,1
rdls_ev-ago_who_indicators_b4c37112.json,rdls_ev-ago_who_indicators_b4c37112,Angola - Health Indicators,exposure|vulnerability,False,True,True,False,Other,37,1
rdls_ev-ago_worldbank_climatechange.json,rdls_ev-ago_worldbank_climatechange,Angola - Climate Change,exposure|vulnerability,False,True,True,False,CC-BY-4.0,2,1
rdls_ev-ago_worldbank_education.json,rdls_ev-ago_worldbank_education,Angola - Education,exposure|vulnerability,False,True,True,False,CC-BY-4.0,2,1
rdls_ev-ago_worldbank_gender.json,rdls_ev-ago_worldbank_gender,Angola - Gender,exposure|vulnerability,False,True,True,False,CC-BY-4.0,2,1
rdls_ev-ago_worldbank_poverty.json,rdls_ev-ago_worldbank_poverty,Angola - Poverty,exposure|vulnerability,False,True,True,False,CC-BY-4.0,2,1
rdls_ev-ago_worldbank_socialprotectionlabor.json,rdls_ev-ago_worldbank_socialprotectionlabor,Angola - Social Protection and Labor,exposure|vulnerability,False,True,True,False,CC-BY-4.0,2,1
rdls_ev-aia_fao_anguillaprices.json,rdls_ev-aia_fao_anguillaprices,Anguilla - Food Prices,exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),4,1
rdls_ev-aia_unesco_anguillaeducationindicato.json,rdls_ev-aia_unesco_anguillaeducationindicato,Anguilla - Education Indicators,exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),9,1
rdls_ev-aia_who_anguillaindicators.json,rdls_ev-aia_who_anguillaindicators,Anguilla - Health Indicators,exposure|vulnerability,False,True,True,False,Other,11,1
rdls_ev-aia_who_anguillaindicators_55142acd.json,rdls_ev-aia_who_anguillaindicators_55142acd,Anguilla - Health Indicators,exposure|vulnerability,False,True,True,False,Other,9,1
rdls_ev-ala_fao_alandislandsprices.json,rdls_ev-ala_fao_alandislandsprices,Åland Islands - Food Prices,exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),3,1
rdls_ev-ala_unesco_alandislandseducationindi.json,rdls_ev-ala_unesco_alandislandseducationindi,Åland Islands - Education Indicators,exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),5,1
rdls_ev-alb_fao_prices.json,rdls_ev-alb_fao_prices,Albania - Food Prices,exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),5,1
rdls_ev-alb_fao_securitynutritionindicato.json,rdls_ev-alb_fao_securitynutritionindicato,Albania - Food Security and Nutrition Indicators,exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),2,1
rdls_ev-alb_hdxapi_hdxhapi.json,rdls_ev-alb_hdxapi_hdxhapi,HDX HAPI Data for Albania,exposure|vulnerability,False,True,True,False,Other,8,1
rdls_ev-alb_ophi_multidimensionalindex.json,rdls_ev-alb_ophi_multidimensionalindex,Albania Multidimensional Poverty Index,exposure|vulnerability,False,True,True,False,CC0-1.0,2,1
rdls_ev-alb_undp_indicators.json,rdls_ev-alb_undp_indicators,Albania - Human Development Indicators,exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),2,1
rdls_ev-alb_unesco_educationindicators.json,rdls_ev-alb_unesco_educationindicators,Albania - Education Indicators,exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),9,1
rdls_ev-alb_who_indicators.json,rdls_ev-alb_who_indicators,Albania - Health Indicators,exposure|vulnerability,False,True,True,False,Other,34,1
rdls_ev-alb_who_indicators_f4a578a9.json,rdls_ev-alb_who_indicators_f4a578a9,Albania - Health Indicators,exposure|vulnerability,False,True,True,False,Other,36,1
rdls_ev-alb_worldbank_climatechange.json,rdls_ev-alb_worldbank_climatechange,Albania - Climate Change,exposure|vulnerability,False,True,True,False,CC-BY-4.0,2,1
rdls_ev-alb_worldbank_education.json,rdls_ev-alb_worldbank_education,Albania - Education,exposure|vulnerability,False,True,True,False,CC-BY-4.0,2,1
rdls_ev-alb_worldbank_gender.json,rdls_ev-alb_worldbank_gender,Albania - Gender,exposure|vulnerability,False,True,True,False,CC-BY-4.0,2,1
rdls_ev-alb_worldbank_poverty.json,rdls_ev-alb_worldbank_poverty,Albania - Poverty,exposure|vulnerability,False,True,True,False,CC-BY-4.0,2,1
rdls_ev-alb_worldbank_socialprotectionlabor.json,rdls_ev-alb_worldbank_socialprotectionlabor,Albania - Social Protection and Labor,exposure|vulnerability,False,True,True,False,CC-BY-4.0,2,1
rdls_ev-albmkdmne_undrr_informsubnationalindex202.json,rdls_ev-albmkdmne_undrr_informsubnationalindex202,"INFORM subnational risk index 2021, South East Europe",exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),2,3
rdls_ev-and_fao_andorraprices.json,rdls_ev-and_fao_andorraprices,Andorra - Food Prices,exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),4,1
rdls_ev-and_fao_andorrasecuritynutritioni.json,rdls_ev-and_fao_andorrasecuritynutritioni,Andorra - Food Security and Nutrition Indicators,exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),2,1
rdls_ev-and_undp_andorraindicators.json,rdls_ev-and_undp_andorraindicators,Andorra - Human Development Indicators,exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),2,1
rdls_ev-and_unesco_andorraeducationindicator.json,rdls_ev-and_unesco_andorraeducationindicator,Andorra - Education Indicators,exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),9,1
rdls_ev-and_who_andorraindicators.json,rdls_ev-and_who_andorraindicators,Andorra - Health Indicators,exposure|vulnerability,False,True,True,False,Other,33,1
rdls_ev-and_who_andorraindicators_e008fe5b.json,rdls_ev-and_who_andorraindicators_e008fe5b,Andorra - Health Indicators,exposure|vulnerability,False,True,True,False,Other,33,1
rdls_ev-and_worldbank_andorraclimatechange.json,rdls_ev-and_worldbank_andorraclimatechange,Andorra - Climate Change,exposure|vulnerability,False,True,True,False,CC-BY-4.0,2,1
rdls_ev-and_worldbank_andorraeducation.json,rdls_ev-and_worldbank_andorraeducation,Andorra - Education,exposure|vulnerability,False,True,True,False,CC-BY-4.0,2,1
rdls_ev-and_worldbank_andorragender.json,rdls_ev-and_worldbank_andorragender,Andorra - Gender,exposure|vulnerability,False,True,True,False,CC-BY-4.0,2,1
rdls_ev-are_fao_arabprices.json,rdls_ev-are_fao_arabprices,United Arab Emirates - Food Prices,exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),4,1
rdls_ev-are_fao_arabsecuritynutritionindi.json,rdls_ev-are_fao_arabsecuritynutritionindi,United Arab Emirates - Food Security and Nutrition Indicators,exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),2,1
rdls_ev-are_undp_unitedarabindicators.json,rdls_ev-are_undp_unitedarabindicators,United Arab Emirates - Human Development Indicators,exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),2,1
rdls_ev-are_unesco_unitedarabeducationindica.json,rdls_ev-are_unesco_unitedarabeducationindica,United Arab Emirates - Education Indicators,exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),9,1
rdls_ev-are_who_unitedarabindicators.json,rdls_ev-are_who_unitedarabindicators,United Arab Emirates - Health Indicators,exposure|vulnerability,False,True,True,False,Other,37,1
rdls_ev-are_who_unitedarabindicators_cb51d1ab.json,rdls_ev-are_who_unitedarabindicators_cb51d1ab,United Arab Emirates - Health Indicators,exposure|vulnerability,False,True,True,False,Other,37,1
rdls_ev-are_worldbank_unitedarabclimatechange.json,rdls_ev-are_worldbank_unitedarabclimatechange,United Arab Emirates - Climate Change,exposure|vulnerability,False,True,True,False,CC-BY-4.0,2,1
rdls_ev-are_worldbank_unitedarabeducation.json,rdls_ev-are_worldbank_unitedarabeducation,United Arab Emirates - Education,exposure|vulnerability,False,True,True,False,CC-BY-4.0,2,1
rdls_ev-are_worldbank_unitedarabgender.json,rdls_ev-are_worldbank_unitedarabgender,United Arab Emirates - Gender,exposure|vulnerability,False,True,True,False,CC-BY-4.0,2,1
rdls_ev-are_worldbank_unitedarabpoverty.json,rdls_ev-are_worldbank_unitedarabpoverty,United Arab Emirates - Poverty,exposure|vulnerability,False,True,True,False,CC-BY-4.0,2,1
rdls_ev-arg_fao_prices.json,rdls_ev-arg_fao_prices,Argentina - Food Prices,exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),5,1
rdls_ev-arg_fao_securitynutritionindicato.json,rdls_ev-arg_fao_securitynutritionindicato,Argentina - Food Security and Nutrition Indicators,exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),2,1
rdls_ev-arg_hdxapi_hdxhapi.json,rdls_ev-arg_hdxapi_hdxhapi,HDX HAPI Data for Argentina,exposure|vulnerability,False,True,True,False,Other,10,1
rdls_ev-arg_ophi_multidimensionalindex.json,rdls_ev-arg_ophi_multidimensionalindex,Argentina Multidimensional Poverty Index,exposure|vulnerability,False,True,True,False,CC0-1.0,1,1
rdls_ev-arg_ophi_subnational.json,rdls_ev-arg_ophi_subnational,Argentina: subnational poverty,exposure|vulnerability,False,True,True,False,CC0-1.0,1,1
rdls_ev-arg_undp_indicators.json,rdls_ev-arg_undp_indicators,Argentina - Human Development Indicators,exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),2,1
rdls_ev-arg_unesco_educationindicators.json,rdls_ev-arg_unesco_educationindicators,Argentina - Education Indicators,exposure|vulnerability,False,True,True,False,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),9,1
rdls_ev-arg_unhcr_highfrequencysurveyq1q220.json,rdls_ev-arg_unhcr_highfrequencysurveyq1q220,Argentina - High Frequency Survey - Q1Q2 2021,exposure|vulnerability,False,True,True,False,Other,2,1
