dataset_id,output_id,filename,risk_data_type,spatial_scale,countries_count,license_raw,orgtoken,hazard_suffix,status,reason
003f64ae-5850-4307-bd7e-da561956e09c,rdls_vln-hdx_the_dhs_program_swz_dhs_subnational_data_for_kingdom_of_eswatini,rdls_vln-hdx_the_dhs_program_swz_dhs_subnational_data_for_kingdom_of_eswatini.json,exposure;vulnerability,national,1,Other,the_dhs_program,,written,
00425cb3-c206-4344-b3f4-fd19b0520717,rdls_exp-hdx_worldpop_idn_worldpop_population_counts_2015_2030_idn,rdls_exp-hdx_worldpop_idn_worldpop_population_counts_2015_2030_idn.json,exposure,national,1,Other,worldpop,,written,
00462938-0bb9-4faa-a748-04839f5b1d60,rdls_exp-hdx_world_bank_group_swe_world_bank_environment_indicators_for_sweden,rdls_exp-hdx_world_bank_group_swe_world_bank_environment_indicators_for_sweden.json,exposure,national,1,Creative Commons Attribution International (CC BY),world_bank_group,,written,
00471a5b-932e-423d-ae60-b7684f656d5b,rdls_exp-hdx_worldpop_uga_worldpop_births_for_uganda,rdls_exp-hdx_worldpop_uga_worldpop_births_for_uganda.json,exposure,national,1,Other,worldpop,,written,
004d8812-c46e-42b7-b64b-7d465fee1d46,rdls_hzd-hdx_united_nations_satel_mdg_water_extents_in_mananjary_and_nosy_varika_distr_multihazard,rdls_hzd-hdx_united_nations_satel_mdg_water_extents_in_mananjary_and_nosy_varika_distr_multihazard.json,hazard,national,1,Creative Commons Attribution Share-Alike (CC BY-SA),united_nations_satel,multihazard,written,
004fbf42-1747-42a3-9630-c59d8ed8a398,rdls_exp-hdx_inter_sector_coordin_bgd_existing_and_planned_roads_of_kutupalong_balukha,rdls_exp-hdx_inter_sector_coordin_bgd_existing_and_planned_roads_of_kutupalong_balukha.json,exposure,national,1,Public Domain / No restrictions (CC0),inter_sector_coordin,,written,
005355e3-495f-49fe-9bfb-6055858084c8,rdls_exp-hdx_unhcr_the_un_refugee_hrv_unhcr_population_data_for_hrv,rdls_exp-hdx_unhcr_the_un_refugee_hrv_unhcr_population_data_for_hrv.json,exposure,national,1,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),unhcr_the_un_refugee,,written,
00561656-9511-49f4-ad0f-d84a9925c293,rdls_vln-hdx_undp_human_developme_cmr_hdro_data_for_cameroon,rdls_vln-hdx_undp_human_developme_cmr_hdro_data_for_cameroon.json,exposure;vulnerability,national,1,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),undp_human_developme,,written,
0058bf20-22fb-4e3f-b453-57dd5e0891ec,rdls_vln-hdx_food_and_agriculture_ken_faostat_food_prices_for_kenya,rdls_vln-hdx_food_and_agriculture_ken_faostat_food_prices_for_kenya.json,exposure;vulnerability,national,1,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),food_and_agriculture,,written,
005c010f-427c-4b5a-90f9-9876e0711ea9,rdls_exp-hdx_heigit_heidelberg_in_cze_czech_republic_accessibility_indicators,rdls_exp-hdx_heigit_heidelberg_in_cze_czech_republic_accessibility_indicators.json,exposure,national,1,Creative Commons Attribution Share-Alike (CC BY-SA),heigit_heidelberg_in,,written,
005eaaab-b8e3-43f5-a9b3-5aaf7e549bfc,rdls_exp-hdx_worldpop_cmr_worldpop_population_counts_for_cameroon,rdls_exp-hdx_worldpop_cmr_worldpop_population_counts_for_cameroon.json,exposure,national,1,Other,worldpop,,written,
0063b0a1-ab61-42b0-af32-51ae64e9b807,rdls_exp-hdx_worldpop_cuw_worldpop_population_counts_for_curacao,rdls_exp-hdx_worldpop_cuw_worldpop_population_counts_for_curacao.json,exposure,national,1,Other,worldpop,,written,
006b08a2-611b-41ce-b944-4d7eeb96e2b0,rdls_exp-hdx_worldpop_swe_worldpop_population_counts_for_sweden,rdls_exp-hdx_worldpop_swe_worldpop_population_counts_for_sweden.json,exposure,national,1,Other,worldpop,,written,
0074c7d8-e19e-4a7d-94dd-2151a2153202,rdls_vln-hdx_food_and_agriculture_fsm_faostat_food_prices_for_micronesia_federated_sta,rdls_vln-hdx_food_and_agriculture_fsm_faostat_food_prices_for_micronesia_federated_sta.json,exposure;vulnerability,national,1,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),food_and_agriculture,,written,
007be2c8-2733-48b0-9f1f-a9013dca7655,rdls_vln-hdx_world_bank_group_ncl_world_bank_poverty_indicators_for_new_caledonia,rdls_vln-hdx_world_bank_group_ncl_world_bank_poverty_indicators_for_new_caledonia.json,exposure;vulnerability,national,1,Creative Commons Attribution International (CC BY),world_bank_group,,written,
007beaa0-305d-4006-8b5a-a6ae43668082,rdls_lss-hdx_centre_for_research_hrv_emdat_country_profiles_hrv,rdls_lss-hdx_centre_for_research_hrv_emdat_country_profiles_hrv.json,hazard;loss,national,1,Other,centre_for_research,,written,
007de930-02e7-4b32-8a6c-774c86eb2c8f,rdls_exp-hdx_united_nations_satel_bgd_satellite_detected_water_extents_between_28_augu_flood,rdls_exp-hdx_united_nations_satel_bgd_satellite_detected_water_extents_between_28_augu_flood.json,exposure;hazard,national,1,Creative Commons Attribution Share-Alike (CC BY-SA),united_nations_satel,flood,written,
0087e82a-83c6-4aeb-9681-4cebf664e7e6,rdls_hzd-hdx_national_digital_str_mex_mexico_recursos_en_salud_windstorm,rdls_hzd-hdx_national_digital_str_mex_mexico_recursos_en_salud_windstorm.json,hazard,national,1,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),national_digital_str,windstorm,written,
00887380-3f06-436a-a944-7fd443e30064,rdls_vln-hdx_world_bank_group_smr_world_bank_gender_indicators_for_san_marino,rdls_vln-hdx_world_bank_group_smr_world_bank_gender_indicators_for_san_marino.json,exposure;vulnerability,national,1,Creative Commons Attribution International (CC BY),world_bank_group,,written,
008dfc5b-a443-4da2-81db-a867a79ecdb3,rdls_vln-hdx_unhcr_the_un_refugee_kaz_unhcr_kaz_2022_rms_anon_data_v2_1,rdls_vln-hdx_unhcr_the_un_refugee_kaz_unhcr_kaz_2022_rms_anon_data_v2_1.json,exposure;vulnerability,national,1,Other,unhcr_the_un_refugee,,written,
00998ec9-7fc6-4551-b5cb-0817e6a129a3,rdls_exp-hdx_world_bank_group_vct_world_bank_private_sector_indicators_for_st_vinc,rdls_exp-hdx_world_bank_group_vct_world_bank_private_sector_indicators_for_st_vinc.json,exposure,national,1,Creative Commons Attribution International (CC BY),world_bank_group,,written,
009b36b7-9983-4fe5-84c7-fcce283e118c,rdls_vln-hdx_unhcr_the_un_refugee_ssd_unhcr_ssd_2023_fds_v2_1,rdls_vln-hdx_unhcr_the_un_refugee_ssd_unhcr_ssd_2023_fds_v2_1.json,exposure;vulnerability,national,1,Other,unhcr_the_un_refugee,,written,
00a0679d-ba91-4130-9122-9be407c79868,rdls_exp-hdx_unhcr_the_un_refugee_nru_unhcr_population_data_for_nru,rdls_exp-hdx_unhcr_the_un_refugee_nru_unhcr_population_data_for_nru.json,exposure,national,1,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),unhcr_the_un_refugee,,written,
00a27905-efd2-4ce5-b5d2-6c862ad7d852,rdls_exp-hdx_netherlands_red_cros_gtm_ai_building_footprint_in_izabal_guatemala_windstorm,rdls_exp-hdx_netherlands_red_cros_gtm_ai_building_footprint_in_izabal_guatemala_windstorm.json,exposure;hazard,national,1,Creative Commons Attribution International (CC BY),netherlands_red_cros,windstorm,written,
00a3eb33-1b93-4897-8268-ee059c0b6bb6,rdls_exp-hdx_who_s_on_first_ton_whosonfirst_data_admin_ton,rdls_exp-hdx_who_s_on_first_ton_whosonfirst_data_admin_ton.json,exposure,national,1,Creative Commons Attribution International (CC BY),who_s_on_first,,written,
00a5dfb4-5fc0-4bf4-aade-cf51330f6a82,rdls_hzd-hdx_united_nations_satel_mmr_fl20150703mmr_flood_vectors_sentinel1_11_july_20_flood,rdls_hzd-hdx_united_nations_satel_mmr_fl20150703mmr_flood_vectors_sentinel1_11_july_20_flood.json,hazard,national,1,Other,united_nations_satel,flood,written,
00a6f70e-cf0b-460d-b791-868fa365f889,rdls_vln-hdx_world_bank_group_gin_world_bank_gender_indicators_for_guinea,rdls_vln-hdx_world_bank_group_gin_world_bank_gender_indicators_for_guinea.json,exposure;vulnerability,national,1,Creative Commons Attribution International (CC BY),world_bank_group,,written,
00ac2053-349b-4e30-9ca5-e43ad00b9444,rdls_vln-hdx_world_bank_group_lbr_liberia_real_time_prices,rdls_vln-hdx_world_bank_group_lbr_liberia_real_time_prices.json,exposure;vulnerability,national,1,Creative Commons Attribution International (CC BY),world_bank_group,,written,
00c1d5b8-2c56-4017-b9cb-2724b90cb7f4,rdls_exp-hdx_worldpop_mlt_worldpop_population_density_for_malta,rdls_exp-hdx_worldpop_mlt_worldpop_population_density_for_malta.json,exposure,national,1,Other,worldpop,,written,
00c37501-6951-450b-aa8f-49156415a15e,rdls_vln-hdx_world_health_organiz_col_who_data_for_col,rdls_vln-hdx_world_health_organiz_col_who_data_for_col.json,exposure;vulnerability,national,1,Other,world_health_organiz,,written,
00cb19c9-9f3b-4e0d-a5bf-e32fbafc5cbf,rdls_vln-hdx_world_bank_group_cpv_world_bank_combined_indicators_for_cabo_verde,rdls_vln-hdx_world_bank_group_cpv_world_bank_combined_indicators_for_cabo_verde.json,exposure;vulnerability,national,1,Creative Commons Attribution International (CC BY),world_bank_group,,written,
00d158a4-8745-4c6e-84cd-00ad73735dbd,rdls_vln-hdx_unesco_tuv_unesco_data_for_tuvalu,rdls_vln-hdx_unesco_tuv_unesco_data_for_tuvalu.json,exposure;vulnerability,national,1,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),unesco,,written,
00d1fbc4-deaf-4d22-a5ae-8007767b35ba,rdls_exp-hdx_united_nations_satel_ken_satellite_detected_water_along_tana_river_galole_flood,rdls_exp-hdx_united_nations_satel_ken_satellite_detected_water_along_tana_river_galole_flood.json,exposure;hazard,national,1,Creative Commons Attribution Share-Alike (CC BY-SA),united_nations_satel,flood,written,
00d29f0e-df02-4a42-b0a6-5b5567a764b5,rdls_vln-hdx_worldpop_bih_worldpop_age_and_gender_structures_for_bosnia_an,rdls_vln-hdx_worldpop_bih_worldpop_age_and_gender_structures_for_bosnia_an.json,exposure;vulnerability,national,1,Other,worldpop,,written,
00d41ffa-16f3-4d7c-b9cb-a84a31ffca46,rdls_vln-hdx_worldpop_lby_worldpop_age_and_gender_structures_for_libya,rdls_vln-hdx_worldpop_lby_worldpop_age_and_gender_structures_for_libya.json,exposure;vulnerability,national,1,Other,worldpop,,written,
00dd6f4c-4888-443e-b589-b64a60d855a3,rdls_exp-hdx_agence_nationale_de_sen_repartition_demographiques_par_localite_et_par_s,rdls_exp-hdx_agence_nationale_de_sen_repartition_demographiques_par_localite_et_par_s.json,exposure,national,1,Creative Commons Attribution International (CC BY),agence_nationale_de,,written,
00ec926f-0cbb-4838-8dbd-2a7784271734,rdls_vln-hdx_undp_human_developme_chl_hdro_data_for_chile,rdls_vln-hdx_undp_human_developme_chl_hdro_data_for_chile.json,exposure;vulnerability,national,1,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),undp_human_developme,,written,
00ece1d9-e629-43b5-98a8-14b8cf69728d,rdls_vln-hdx_world_bank_group_grd_world_bank_education_indicators_for_grenada,rdls_vln-hdx_world_bank_group_grd_world_bank_education_indicators_for_grenada.json,exposure;vulnerability,national,1,Creative Commons Attribution International (CC BY),world_bank_group,,written,
00ee35b6-4094-4397-b9fc-cc35ba2b574d,rdls_exp-hdx_copernicus_gbr_gbr_ghsl,rdls_exp-hdx_copernicus_gbr_gbr_ghsl.json,exposure,national,1,Creative Commons Attribution International (CC BY),copernicus,,written,
00f43a58-0386-48ea-8529-3cf00f63e648,rdls_exp-hdx_worldpop_dma_worldpop_population_density_for_dominica,rdls_exp-hdx_worldpop_dma_worldpop_population_density_for_dominica.json,exposure,national,1,Other,worldpop,,written,
00ff4ab1-5637-452c-b7b4-6e5eb8a3c264,rdls_vln-hdx_world_bank_group_gab_world_bank_combined_indicators_for_gabon,rdls_vln-hdx_world_bank_group_gab_world_bank_combined_indicators_for_gabon.json,exposure;vulnerability,national,1,Creative Commons Attribution International (CC BY),world_bank_group,,written,
00ffefb6-d8af-4d98-b528-07cf2e7ef437,rdls_exp-hdx_worldpop_mrt_worldpop_population_density_for_mauritania,rdls_exp-hdx_worldpop_mrt_worldpop_population_density_for_mauritania.json,exposure,national,1,Other,worldpop,,written,
01136bd4-bb6f-44ab-b142-ecafcafd4a1b,rdls_vln-hdx_unhcr_the_un_refugee_zmb_unhcrwfp_zmb_2020_jna_v2_1,rdls_vln-hdx_unhcr_the_un_refugee_zmb_unhcrwfp_zmb_2020_jna_v2_1.json,exposure;vulnerability,national,1,Other,unhcr_the_un_refugee,,written,
01143ee4-aa51-4b6c-8b8c-6ca8b0f5e5cf,rdls_exp-hdx_grid3_cod_grid3_cod_religious_centers_v1_0,rdls_exp-hdx_grid3_cod_grid3_cod_religious_centers_v1_0.json,exposure,national,1,Creative Commons Attribution International (CC BY),grid3,,written,
011f73d8-0038-4e5c-bb83-b7233616dd3c,rdls_exp-hdx_unhcr_the_un_refugee_srb_unhcr_population_data_for_srb,rdls_exp-hdx_unhcr_the_un_refugee_srb_unhcr_population_data_for_srb.json,exposure,national,1,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),unhcr_the_un_refugee,,written,
01241dcf-3219-49af-8b7c-eab7c3d20091,rdls_hzd-hdx_ocha_latin_america_a_hnd_honduras_eta_geoportal_windstorm,rdls_hzd-hdx_ocha_latin_america_a_hnd_honduras_eta_geoportal_windstorm.json,hazard,national,1,Other,ocha_latin_america_a,windstorm,written,
012c8223-f0ee-4a34-92a7-409fbe2b3bdf,rdls_hzd-hdx_copernicus_cub_cub_anomalies_fapar_viirs_drought,rdls_hzd-hdx_copernicus_cub_cub_anomalies_fapar_viirs_drought.json,hazard,national,1,Creative Commons Attribution International (CC BY),copernicus,drought,written,
01332b5c-056e-44db-8584-37a5793a54a0,rdls_exp-hdx_ai_and_data_for_good_ncl_new_caledonia_high_resolution_population_density,rdls_exp-hdx_ai_and_data_for_good_ncl_new_caledonia_high_resolution_population_density.json,exposure,national,1,Creative Commons Attribution International (CC BY),ai_and_data_for_good,,written,
013a8d06-e5b4-44e1-b5d9-cc30460e1007,rdls_exp-hdx_who_s_on_first_yem_whosonfirst_data_admin_yem,rdls_exp-hdx_who_s_on_first_yem_whosonfirst_data_admin_yem.json,exposure,national,1,Creative Commons Attribution International (CC BY),who_s_on_first,,written,
013df0b3-93fc-4b86-884e-c95e5ecaddeb,rdls_hzd-hdx_copernicus_lso_lso_anomalies_fapar_viirs_drought,rdls_hzd-hdx_copernicus_lso_lso_anomalies_fapar_viirs_drought.json,hazard,national,1,Creative Commons Attribution International (CC BY),copernicus,drought,written,
01475ae2-3fa8-4ff4-9d43-7c2562e035f8,rdls_exp-hdx_copernicus_lca_lca_ghsl,rdls_exp-hdx_copernicus_lca_lca_ghsl.json,exposure,national,1,Creative Commons Attribution International (CC BY),copernicus,,written,
01554211-c0d2-435f-bb95-5bbff5139ab7,rdls_hzd-hdx_united_nations_satel_npl_satellite_detected_water_extent_as_of_12_july_20_flood,rdls_hzd-hdx_united_nations_satel_npl_satellite_detected_water_extent_as_of_12_july_20_flood.json,hazard,national,1,Creative Commons Attribution Share-Alike (CC BY-SA),united_nations_satel,flood,written,
01593cce-8da0-4e2c-80be-4b249ff47a96,rdls_vln-hdx_united_nations_human_blr_unhabitat_by_indicators,rdls_vln-hdx_united_nations_human_blr_unhabitat_by_indicators.json,exposure;vulnerability,national,1,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),united_nations_human,,written,
015a84cb-365e-45b2-819b-c3169c96c6eb,rdls_exp-hdx_copernicus_isr_isr_ghsl,rdls_exp-hdx_copernicus_isr_isr_ghsl.json,exposure,national,1,Creative Commons Attribution International (CC BY),copernicus,,written,
015fdaf3-6637-4266-ae58-17b02126a153,rdls_vln-hdx_food_and_agriculture_ala_faostat_food_prices_for_aland_islands,rdls_vln-hdx_food_and_agriculture_ala_faostat_food_prices_for_aland_islands.json,exposure;vulnerability,national,1,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),food_and_agriculture,,written,
01602a9c-c952-4895-859f-0d45c755bdc2,rdls_exp-hdx_united_nations_satel_bgd_damage_assessment_in_saint_martins_island_coxbaz_windstorm,rdls_exp-hdx_united_nations_satel_bgd_damage_assessment_in_saint_martins_island_coxbaz_windstorm.json,exposure;hazard,national,1,Creative Commons Attribution Share-Alike (CC BY-SA),united_nations_satel,windstorm,written,
0166def4-bac0-4d33-a929-f5596d18e178,rdls_vln-hdx_international_federa_idn_indonesia_population_living_below_the_poverty_li,rdls_vln-hdx_international_federa_idn_indonesia_population_living_below_the_poverty_li.json,exposure;vulnerability,national,1,nan,international_federa,,written,
01709099-b145-438f-a3b2-e79702a65fac,rdls_hzd-hdx_united_nations_satel_vnm_satellite_detected_waters_in_thua_thien_hue_prov_multihazard,rdls_hzd-hdx_united_nations_satel_vnm_satellite_detected_waters_in_thua_thien_hue_prov_multihazard.json,hazard,national,1,Creative Commons Attribution Share-Alike (CC BY-SA),united_nations_satel,multihazard,written,
01725338-f86b-40e1-9736-781f688690bc,rdls_exp-hdx_united_nations_satel_vut_damage_assessment_in_ambae_island_penama_provinc_windstorm,rdls_exp-hdx_united_nations_satel_vut_damage_assessment_in_ambae_island_penama_provinc_windstorm.json,exposure;hazard,national,1,Creative Commons Attribution Share-Alike (CC BY-SA),united_nations_satel,windstorm,written,
0174cdbb-09ec-40e8-9510-53c714611943,rdls_exp-hdx_copernicus_aia_aia_ghsl,rdls_exp-hdx_copernicus_aia_aia_ghsl.json,exposure,national,1,Creative Commons Attribution International (CC BY),copernicus,,written,
017a1cd4-707c-40a0-b422-e634f93a4abc,rdls_exp-hdx_world_bank_group_lux_world_bank_urban_development_indicators_for_luxe,rdls_exp-hdx_world_bank_group_lux_world_bank_urban_development_indicators_for_luxe.json,exposure,national,1,Creative Commons Attribution International (CC BY),world_bank_group,,written,
017e288e-57ef-46dd-ba90-fccc3a4b447f,rdls_vln-hdx_the_global_centre_fo_afg_afghanistan_nexus_risks_index,rdls_vln-hdx_the_global_centre_fo_afg_afghanistan_nexus_risks_index.json,exposure;hazard;vulnerability,national,1,Public Domain / No restrictions (CC0),the_global_centre_fo,,written,
0180877e-655a-4c81-b780-232ba02af477,rdls_vln-hdx_world_bank_group_tun_world_bank_combined_indicators_for_tunisia,rdls_vln-hdx_world_bank_group_tun_world_bank_combined_indicators_for_tunisia.json,exposure;vulnerability,national,1,Creative Commons Attribution International (CC BY),world_bank_group,,written,
018429f0-7f2f-407f-9e06-0e6b93b31697,rdls_vln-hdx_oxford_poverty_human_brb_barbados_mpi,rdls_vln-hdx_oxford_poverty_human_brb_barbados_mpi.json,exposure;vulnerability,national,1,Public Domain / No restrictions (CC0),oxford_poverty_human,,written,
0188b56f-00b0-4056-a696-57f3b5cf04f0,rdls_hzd-hdx_united_nations_satel_bgd_water_extent_over_satkhira_and_khulna_districts_multihazard,rdls_hzd-hdx_united_nations_satel_bgd_water_extent_over_satkhira_and_khulna_districts_multihazard.json,hazard,national,1,Creative Commons Attribution Share-Alike (CC BY-SA),united_nations_satel,multihazard,written,
01996229-a53d-4070-baae-7724787c8150,rdls_exp-hdx_united_nations_satel_ken_satellite_detected_water_over_dadaab_sub_county_flood,rdls_exp-hdx_united_nations_satel_ken_satellite_detected_water_over_dadaab_sub_county_flood.json,exposure;hazard,national,1,Creative Commons Attribution Share-Alike (CC BY-SA),united_nations_satel,flood,written,
019de7ad-8043-4755-b1fb-f84ce4b961a5,rdls_lss-hdx_ocha_humanitarian_pr_ukr_ukraine_humanitarian_needs,rdls_lss-hdx_ocha_humanitarian_pr_ukr_ukraine_humanitarian_needs.json,exposure;loss,national,1,Creative Commons Attribution International (CC BY),ocha_humanitarian_pr,,written,
01a0e079-6575-4f73-ab60-a0f9a043832c,rdls_vln-hdx_unesco_ita_unesco_data_for_italy,rdls_vln-hdx_unesco_ita_unesco_data_for_italy.json,exposure;vulnerability,national,1,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),unesco,,written,
01a82d31-f681-4a4e-a230-908b44b145ae,rdls_exp-hdx_copernicus_svk_svk_ghsl,rdls_exp-hdx_copernicus_svk_svk_ghsl.json,exposure,national,1,Creative Commons Attribution International (CC BY),copernicus,,written,
01adbdc3-8960-4a3e-bd6c-5d440cfabf4b,rdls_vln-hdx_kenya_national_burea_ken_kenya_disbursement_of_funds_to_disadvantaged_peo,rdls_vln-hdx_kenya_national_burea_ken_kenya_disbursement_of_funds_to_disadvantaged_peo.json,exposure;vulnerability,national,1,Creative Commons Attribution International (CC BY),kenya_national_burea,,written,
01b0c664-f9ad-44a7-8569-12a749cf05f7,rdls_exp-hdx_worldpop_btn_worldpop_births_for_bhutan,rdls_exp-hdx_worldpop_btn_worldpop_births_for_bhutan.json,exposure,national,1,Other,worldpop,,written,
01b15cbd-4173-47be-891a-966cf666cf09,rdls_vln-hdx_undp_human_developme_cod_hdro_data_for_democratic_republic_of_the_congo,rdls_vln-hdx_undp_human_developme_cod_hdro_data_for_democratic_republic_of_the_congo.json,exposure;vulnerability,national,1,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),undp_human_developme,,written,
01b9f63c-3dbd-44fa-a188-6ee00542cb07,rdls_exp-hdx_netherlands_red_cros_phl_ai_osm_buildings_in_camarines_sur_1_nov_2020,rdls_exp-hdx_netherlands_red_cros_phl_ai_osm_buildings_in_camarines_sur_1_nov_2020.json,exposure,national,1,Creative Commons Attribution International (CC BY),netherlands_red_cros,,written,
01bc2a67-c08a-4615-99e0-96cfa7cce3f3,rdls_vln-hdx_unhcr_the_un_refugee_unhcr_2020_rbac_helpage_v2_1,rdls_vln-hdx_unhcr_the_un_refugee_unhcr_2020_rbac_helpage_v2_1.json,exposure;vulnerability,regional,5,Other,unhcr_the_un_refugee,,written,
01bcd42d-82c4-48f7-a735-fe23f31dd9f3,rdls_vln-hdx_unhcr_the_un_refugee_lbn_unhcr_lbn_2018_vasyrv2_1,rdls_vln-hdx_unhcr_the_un_refugee_lbn_unhcr_lbn_2018_vasyrv2_1.json,exposure;vulnerability,national,1,Other,unhcr_the_un_refugee,,written,
01c0d75f-f7ab-4378-9720-3f00a06aa1df,rdls_exp-hdx_unhcr_the_un_refugee_grc_unhcr_population_data_for_grc,rdls_exp-hdx_unhcr_the_un_refugee_grc_unhcr_population_data_for_grc.json,exposure,national,1,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),unhcr_the_un_refugee,,written,
01c6c1b2-88b5-4b5c-af36-73285d86c698,rdls_vln-hdx_world_bank_group_nic_world_bank_education_indicators_for_nicaragua,rdls_vln-hdx_world_bank_group_nic_world_bank_education_indicators_for_nicaragua.json,exposure;vulnerability,national,1,Creative Commons Attribution International (CC BY),world_bank_group,,written,
01c902dd-fec3-499b-a6c0-d092c18bc73e,rdls_lss-hdx_united_nations_offic_alb_disaster_loss_and_damage_data_for_albania,rdls_lss-hdx_united_nations_offic_alb_disaster_loss_and_damage_data_for_albania.json,exposure;loss,national,1,Creative Commons Attribution International (CC BY),united_nations_offic,,written,
01cbf978-9ab2-4f12-b7d6-6a56b8705e66,rdls_exp-hdx_kontur_bfa_kontur_population_burkina_faso,rdls_exp-hdx_kontur_bfa_kontur_population_burkina_faso.json,exposure,national,1,Creative Commons Attribution International (CC BY),kontur,,written,
01ccbfd7-d0ea-4c4f-9ba4-2f4c166ef835,rdls_exp-hdx_pacific_community_pdh_coastal_proximity_of_populations_in_22_pacif,rdls_exp-hdx_pacific_community_pdh_coastal_proximity_of_populations_in_22_pacif.json,exposure,global,0,Creative Commons Attribution International (CC BY),pacific_community,,written,
01d70703-9985-47de-b464-1b15ce9f0191,rdls_vln-hdx_worldpop_mmr_worldpop_age_and_gender_structures_for_myanmar,rdls_vln-hdx_worldpop_mmr_worldpop_age_and_gender_structures_for_myanmar.json,exposure;vulnerability,national,1,Other,worldpop,,written,
01db785b-2f92-46be-86f7-7cce043412a4,rdls_vln-hdx_world_health_organiz_mlt_who_data_for_mlt,rdls_vln-hdx_world_health_organiz_mlt_who_data_for_mlt.json,exposure;vulnerability,national,1,Other,world_health_organiz,,written,
01e50a65-ad21-4c76-b312-23bcbbaf3a89,rdls_exp-hdx_worldpop_blz_worldpop_population_density_for_belize,rdls_exp-hdx_worldpop_blz_worldpop_population_density_for_belize.json,exposure,national,1,Other,worldpop,,written,
