dataset_id,name,title,organization,dataset_source,license_title,reasons,tags,n_resources,file
00e73fbd-6234-46a1-8b41-ab95c9d6bca3,hotosm_grl_waterways,Greenland Waterways (OpenStreetMap Export),Humanitarian OpenStreetMap Team (HOT),OpenStreetMap contributors,Open Database License (ODC-ODbL),dataset_source_mentions_openstreetmap;notes_mentions_openstreetmap;odbl_license_plus_osm_cue;organization_mentions_osm_or_hot;resource_url_osm_domain;title_mentions_osm_export,geodata;hydrology;rivers,12,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/00e73fbd-6234-46a1-8b41-ab95c9d6bca3__hotosm-grl-waterways.json
00ee0c0e-e4c5-442c-9598-2b80bc39625f,hotosm_nic_buildings,Nicaragua Buildings (OpenStreetMap Export),Humanitarian OpenStreetMap Team (HOT),OpenStreetMap contributors,Open Database License (ODC-ODbL),dataset_source_mentions_openstreetmap;notes_mentions_openstreetmap;odbl_license_plus_osm_cue;organization_mentions_osm_or_hot;resource_url_osm_domain;title_mentions_osm_export,facilities-infrastructure;geodata,6,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/00ee0c0e-e4c5-442c-9598-2b80bc39625f__hotosm-nic-buildings.json
00f95d0e-14e8-4967-866e-8f932a9ce684,hotosm_mrt_roads,Mauritania Roads (OpenStreetMap Export),Humanitarian OpenStreetMap Team (HOT),OpenStreetMap contributors,Open Database License (ODC-ODbL),dataset_source_mentions_openstreetmap;notes_mentions_openstreetmap;odbl_license_plus_osm_cue;organization_mentions_osm_or_hot;resource_url_osm_domain;title_mentions_osm_export,geodata;roads;transportation,10,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/00f95d0e-14e8-4967-866e-8f932a9ce684__hotosm-mrt-roads.json
00fcd1a3-d250-4528-b430-19f55356bfd1,niue-road-surface-data,Niue: Road Surface Data,HeiGIT (Heidelberg Institute for Geoinformation Technology),HeiGIT,odc-odbl,notes_mentions_openstreetmap;odbl_license_plus_osm_cue;tag_openstreetmap_present,development;humanitarian access;indicators;logistics;openstreetmap;poverty;roads;services;socioeconomics;sustainable development;sustainable development goals-sdg;transportation;urban,2,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/00fcd1a3-d250-4528-b430-19f55356bfd1__niue-road-surface-data.json
00fe1126-d5fd-4aab-ba2d-aa69835786b0,hotosm_dma_points_of_interest,Dominica Points of Interest (OpenStreetMap Export),Humanitarian OpenStreetMap Team (HOT),OpenStreetMap contributors,Open Database License (ODC-ODbL),dataset_source_mentions_openstreetmap;notes_mentions_openstreetmap;odbl_license_plus_osm_cue;organization_mentions_osm_or_hot;resource_url_osm_domain;title_mentions_osm_export,facilities-infrastructure;geodata;points of interest-poi,8,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/00fe1126-d5fd-4aab-ba2d-aa69835786b0__hotosm-dma-points-of-interest.json
010aabcb-2926-4828-aead-89dfa205aa25,hotosm_zaf_waterways,South Africa Waterways (OpenStreetMap Export),Humanitarian OpenStreetMap Team (HOT),OpenStreetMap contributors,Open Database License (ODC-ODbL),dataset_source_mentions_openstreetmap;notes_mentions_openstreetmap;odbl_license_plus_osm_cue;organization_mentions_osm_or_hot;resource_url_osm_domain;title_mentions_osm_export,geodata;hydrology;rivers,14,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/010aabcb-2926-4828-aead-89dfa205aa25__hotosm-zaf-waterways.json
0132c26b-8210-424e-99c2-3f43f4414ddd,hotosm_bes_airports,"Bonaire, Sint Eustatius and Saba Airports (OpenStreetMap Export)",Humanitarian OpenStreetMap Team (HOT),OpenStreetMap contributors,Open Database License (ODC-ODbL),dataset_source_mentions_openstreetmap;notes_mentions_openstreetmap;odbl_license_plus_osm_cue;organization_mentions_osm_or_hot;resource_url_osm_domain;title_mentions_osm_export,aviation;facilities-infrastructure;geodata,14,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/0132c26b-8210-424e-99c2-3f43f4414ddd__hotosm-bes-airports.json
01599611-0a2f-473e-9688-199401327367,hotosm_prk_sea_ports,North Korea Sea Ports (OpenStreetMap Export),Humanitarian OpenStreetMap Team (HOT),OpenStreetMap contributors,Open Database License (ODC-ODbL),dataset_source_mentions_openstreetmap;notes_mentions_openstreetmap;odbl_license_plus_osm_cue;organization_mentions_osm_or_hot;resource_url_osm_domain;title_mentions_osm_export,facilities-infrastructure;geodata;ports,12,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/01599611-0a2f-473e-9688-199401327367__hotosm-prk-sea-ports.json
01679aa7-0856-4289-a40e-4058c2cb6cf2,dominican-republic-healthsites,Dominican Republic Healthsites,Global Healthsites Mapping Project,OpenStreetMap contributors,ODbL,dataset_source_mentions_openstreetmap;odbl_license_plus_osm_cue,health facilities;hxl,5,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/01679aa7-0856-4289-a40e-4058c2cb6cf2__dominican-republic-healthsites.json
0197800e-3421-4cd1-aa8c-a9e04bd82593,hotosm_per_financial_services,Peru Financial Services (OpenStreetMap Export),Humanitarian OpenStreetMap Team (HOT),OpenStreetMap contributors,Open Database License (ODC-ODbL),dataset_source_mentions_openstreetmap;notes_mentions_openstreetmap;odbl_license_plus_osm_cue;organization_mentions_osm_or_hot;resource_url_osm_domain;title_mentions_osm_export,economics;geodata,10,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/0197800e-3421-4cd1-aa8c-a9e04bd82593__hotosm-per-financial-services.json
01a0f7b2-5c59-46b1-b7cb-887058e44536,quartiers-de-la-ville-de-goma-rdc-goma-city-s-quarters-drc,Quartiers de la ville de Goma (RDC) / Goma city's quarters (DRC),OpenStreetMap RDC,OpenStreetMap RDC,Open Database License (ODC-ODbL),dataset_source_mentions_openstreetmap;notes_mentions_openstreetmap;odbl_license_plus_osm_cue;organization_mentions_osm_or_hot,geodata,2,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/01a0f7b2-5c59-46b1-b7cb-887058e44536__quartiers-de-la-ville-de-goma-rdc-goma-city-s-quarters-drc.json
01a899a2-572d-4573-940d-000aeb0ff01a,hotosm_ton_airports,Tonga Airports (OpenStreetMap Export),Humanitarian OpenStreetMap Team (HOT),OpenStreetMap contributors,Open Database License (ODC-ODbL),dataset_source_mentions_openstreetmap;notes_mentions_openstreetmap;odbl_license_plus_osm_cue;organization_mentions_osm_or_hot;resource_url_osm_domain;title_mentions_osm_export,aviation;facilities-infrastructure;geodata,14,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/01a899a2-572d-4573-940d-000aeb0ff01a__hotosm-ton-airports.json
01bb1f79-8e9f-4bb7-bc33-8693a7a3dd7c,hotosm_bgd_buildings,Bangladesh Buildings (OpenStreetMap Export),Humanitarian OpenStreetMap Team (HOT),OpenStreetMap contributors,Open Database License (ODC-ODbL),dataset_source_mentions_openstreetmap;notes_mentions_openstreetmap;odbl_license_plus_osm_cue;organization_mentions_osm_or_hot;resource_url_osm_domain;title_mentions_osm_export,facilities-infrastructure;geodata,5,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/01bb1f79-8e9f-4bb7-bc33-8693a7a3dd7c__hotosm-bgd-buildings.json
01c6c737-82e8-4054-be1d-2c53c887c78f,andorra-planet-road-surface-data,"Andorra: Planet Road Surface, Width, and Passability Data",HeiGIT (Heidelberg Institute for Geoinformation Technology),HeiGIT,Other,tag_openstreetmap_present,development;humanitarian access;indicators;logistics;openstreetmap;poverty;roads;rural;services;socioeconomics;sustainable development;sustainable development goals-sdg;transportation;urban,2,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/01c6c737-82e8-4054-be1d-2c53c887c78f__andorra-planet-road-surface-data.json
01cc5685-69e2-4db7-a33f-a27067345f29,hotosm_hnd_roads,Honduras Roads (OpenStreetMap Export),Humanitarian OpenStreetMap Team (HOT),OpenStreetMap contributors,Open Database License (ODC-ODbL),dataset_source_mentions_openstreetmap;notes_mentions_openstreetmap;odbl_license_plus_osm_cue;organization_mentions_osm_or_hot;resource_url_osm_domain;title_mentions_osm_export,geodata;roads;transportation,8,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/01cc5685-69e2-4db7-a33f-a27067345f29__hotosm-hnd-roads.json
01ddcc69-c681-49e1-aead-d27629b8c7d0,hotosm_tcd_sea_ports,Chad Sea Ports (OpenStreetMap Export),Humanitarian OpenStreetMap Team (HOT),OpenStreetMap contributors,Open Database License (ODC-ODbL),dataset_source_mentions_openstreetmap;notes_mentions_openstreetmap;odbl_license_plus_osm_cue;organization_mentions_osm_or_hot;resource_url_osm_domain;title_mentions_osm_export,facilities-infrastructure;geodata;ports,12,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/01ddcc69-c681-49e1-aead-d27629b8c7d0__hotosm-tcd-sea-ports.json
02031b73-f814-4fd2-b6f6-cc7dcd239c5e,hotosm_bfa_points_of_interest,Burkina Faso Points of Interest (OpenStreetMap Export),Humanitarian OpenStreetMap Team (HOT),OpenStreetMap contributors,Open Database License (ODC-ODbL),dataset_source_mentions_openstreetmap;notes_mentions_openstreetmap;odbl_license_plus_osm_cue;organization_mentions_osm_or_hot;resource_url_osm_domain;title_mentions_osm_export,facilities-infrastructure;geodata;points of interest-poi,8,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/02031b73-f814-4fd2-b6f6-cc7dcd239c5e__hotosm-bfa-points-of-interest.json
02162780-287f-4ee8-84b7-d00fbc1d4c19,hotosm_aia_health_facilities,Anguilla Health Facilities (OpenStreetMap Export),Humanitarian OpenStreetMap Team (HOT),OpenStreetMap contributors,Open Database License (ODC-ODbL),dataset_source_mentions_openstreetmap;notes_mentions_openstreetmap;odbl_license_plus_osm_cue;organization_mentions_osm_or_hot;resource_url_osm_domain;title_mentions_osm_export,geodata;health;health facilities,8,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/02162780-287f-4ee8-84b7-d00fbc1d4c19__hotosm-aia-health-facilities.json
022c7093-3963-4b8c-b881-99e8d3b67f67,kontur-boundaries-hungary,Hungary: Administrative Division with Aggregated Population,Kontur,Kontur,Open Database License (ODC-ODbL),notes_mentions_openstreetmap;odbl_license_plus_osm_cue,administrative boundaries-divisions;baseline population;geodata,3,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/022c7093-3963-4b8c-b881-99e8d3b67f67__kontur-boundaries-hungary.json
02363642-7d08-4d97-b2ff-83f0ab36aeb6,hotosm_png_points_of_interest,Papua New Guinea Points of Interest (OpenStreetMap Export),Humanitarian OpenStreetMap Team (HOT),OpenStreetMap contributors,Open Database License (ODC-ODbL),dataset_source_mentions_openstreetmap;notes_mentions_openstreetmap;odbl_license_plus_osm_cue;organization_mentions_osm_or_hot;resource_url_osm_domain;title_mentions_osm_export,facilities-infrastructure;geodata;points of interest-poi,8,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/02363642-7d08-4d97-b2ff-83f0ab36aeb6__hotosm-png-points-of-interest.json
02568bcf-8c45-4241-8e12-f288cc042132,hotosm_ita_airports,Italy Airports (OpenStreetMap Export),Humanitarian OpenStreetMap Team (HOT),OpenStreetMap contributors,Open Database License (ODC-ODbL),dataset_source_mentions_openstreetmap;notes_mentions_openstreetmap;odbl_license_plus_osm_cue;organization_mentions_osm_or_hot;resource_url_osm_domain;title_mentions_osm_export,aviation;facilities-infrastructure;geodata,12,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/02568bcf-8c45-4241-8e12-f288cc042132__hotosm-ita-airports.json
02573b51-7b7f-476a-9147-ece038260b31,bolivia-healthsites,Bolivia Healthsites,Global Healthsites Mapping Project,OpenStreetMap contributors,ODbL,dataset_source_mentions_openstreetmap;odbl_license_plus_osm_cue,health facilities,5,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/02573b51-7b7f-476a-9147-ece038260b31__bolivia-healthsites.json
025b7ddc-f4c4-4477-8719-7daebe9cc725,hotosm_flk_airports,Falkland Islands ( Malvinas) Airports (OpenStreetMap Export),Humanitarian OpenStreetMap Team (HOT),OpenStreetMap contributors,Open Database License (ODC-ODbL),dataset_source_mentions_openstreetmap;notes_mentions_openstreetmap;odbl_license_plus_osm_cue;organization_mentions_osm_or_hot;resource_url_osm_domain;title_mentions_osm_export,aviation;facilities-infrastructure;geodata,12,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/025b7ddc-f4c4-4477-8719-7daebe9cc725__hotosm-flk-airports.json
02603144-e4af-44f8-86b5-b9f367d40a8e,hotosm_gab_roads,Gabon Roads (OpenStreetMap Export),Humanitarian OpenStreetMap Team (HOT),OpenStreetMap contributors,Open Database License (ODC-ODbL),dataset_source_mentions_openstreetmap;notes_mentions_openstreetmap;odbl_license_plus_osm_cue;organization_mentions_osm_or_hot;resource_url_osm_domain;title_mentions_osm_export,geodata;roads;transportation,10,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/02603144-e4af-44f8-86b5-b9f367d40a8e__hotosm-gab-roads.json
02808e0e-3596-4bc6-8074-621c53b7ca43,hotosm_flk_roads,Falkland Islands ( Malvinas) Roads (OpenStreetMap Export),Humanitarian OpenStreetMap Team (HOT),OpenStreetMap contributors,Open Database License (ODC-ODbL),dataset_source_mentions_openstreetmap;notes_mentions_openstreetmap;odbl_license_plus_osm_cue;organization_mentions_osm_or_hot;resource_url_osm_domain;title_mentions_osm_export,geodata;roads;transportation,8,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/02808e0e-3596-4bc6-8074-621c53b7ca43__hotosm-flk-roads.json
029c43b0-9864-410f-a355-d6a36ee757e9,hotosm_btn_sea_ports,Bhutan Sea Ports (OpenStreetMap Export),Humanitarian OpenStreetMap Team (HOT),OpenStreetMap contributors,Open Database License (ODC-ODbL),dataset_source_mentions_openstreetmap;notes_mentions_openstreetmap;odbl_license_plus_osm_cue;organization_mentions_osm_or_hot;resource_url_osm_domain;title_mentions_osm_export,facilities-infrastructure;geodata;ports,12,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/029c43b0-9864-410f-a355-d6a36ee757e9__hotosm-btn-sea-ports.json
02b4e2b3-af14-41e2-a4c3-e89bb0efe3c8,canada-planet-road-surface-data,"Canada: Planet Road Surface, Width, and Passability Data",HeiGIT (Heidelberg Institute for Geoinformation Technology),HeiGIT,Other,tag_openstreetmap_present,development;humanitarian access;indicators;logistics;openstreetmap;poverty;roads;rural;services;socioeconomics;sustainable development;sustainable development goals-sdg;transportation;urban,2,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/02b4e2b3-af14-41e2-a4c3-e89bb0efe3c8__canada-planet-road-surface-data.json
02d646cc-6617-45e8-a0bc-e06219e09092,hotosm_can_health_facilities,Canada Health Facilities (OpenStreetMap Export),Humanitarian OpenStreetMap Team (HOT),OpenStreetMap contributors,Open Database License (ODC-ODbL),dataset_source_mentions_openstreetmap;notes_mentions_openstreetmap;odbl_license_plus_osm_cue;organization_mentions_osm_or_hot;resource_url_osm_domain;title_mentions_osm_export,geodata;health;health facilities,8,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/02d646cc-6617-45e8-a0bc-e06219e09092__hotosm-can-health-facilities.json
02e656dd-4bd6-4050-9479-64fc0813fbae,cyprus-healthsites,Cyprus Healthsites,Global Healthsites Mapping Project,OpenStreetMap contributors,ODbL,dataset_source_mentions_openstreetmap;odbl_license_plus_osm_cue,health facilities;hxl,5,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/02e656dd-4bd6-4050-9479-64fc0813fbae__cyprus-healthsites.json
02e6c5f7-7420-436c-9dd5-17653aec8c9f,hotosm_mwi_financial_services,Malawi Financial Services (OpenStreetMap Export),Humanitarian OpenStreetMap Team (HOT),OpenStreetMap contributors,Open Database License (ODC-ODbL),dataset_source_mentions_openstreetmap;notes_mentions_openstreetmap;odbl_license_plus_osm_cue;organization_mentions_osm_or_hot;resource_url_osm_domain;title_mentions_osm_export,economics;geodata,8,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/02e6c5f7-7420-436c-9dd5-17653aec8c9f__hotosm-mwi-financial-services.json
02f22b4f-b782-4217-aadb-de5c2478b524,hotosm_mda_sea_ports,Moldova Sea Ports (OpenStreetMap Export),Humanitarian OpenStreetMap Team (HOT),OpenStreetMap contributors,Open Database License (ODC-ODbL),dataset_source_mentions_openstreetmap;notes_mentions_openstreetmap;odbl_license_plus_osm_cue;organization_mentions_osm_or_hot;resource_url_osm_domain;title_mentions_osm_export,facilities-infrastructure;geodata;ports,12,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/02f22b4f-b782-4217-aadb-de5c2478b524__hotosm-mda-sea-ports.json
02fa7666-672a-4289-9dfd-9c1a94d89807,switzerland-healthsites,Switzerland Healthsites,Global Healthsites Mapping Project,OpenStreetMap contributors,ODbL,dataset_source_mentions_openstreetmap;odbl_license_plus_osm_cue,health facilities;hxl,5,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/02fa7666-672a-4289-9dfd-9c1a94d89807__switzerland-healthsites.json
031aa640-5e32-4e27-aa38-e2e667b165e4,hotosm_irl_populated_places,Ireland And Northern Ireland Populated Places (OpenStreetMap Export),Humanitarian OpenStreetMap Team (HOT),OpenStreetMap contributors,Open Database License (ODC-ODbL),dataset_source_mentions_openstreetmap;notes_mentions_openstreetmap;odbl_license_plus_osm_cue;organization_mentions_osm_or_hot;resource_url_osm_domain;title_mentions_osm_export,geodata;populated places-settlements,8,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/031aa640-5e32-4e27-aa38-e2e667b165e4__hotosm-irl-populated-places.json
03274dce-369d-408e-99eb-92ee1c59b0b4,mexico-healthsites,Mexico Healthsites,Global Healthsites Mapping Project,OpenStreetMap contributors,ODbL,dataset_source_mentions_openstreetmap;odbl_license_plus_osm_cue,health facilities;hxl,5,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/03274dce-369d-408e-99eb-92ee1c59b0b4__mexico-healthsites.json
0329cb05-a0c4-41a8-8443-045aea3dbc76,hotosm_syc_health_facilities,Seychelles Health Facilities (OpenStreetMap Export),Humanitarian OpenStreetMap Team (HOT),OpenStreetMap contributors,Open Database License (ODC-ODbL),dataset_source_mentions_openstreetmap;notes_mentions_openstreetmap;odbl_license_plus_osm_cue;organization_mentions_osm_or_hot;resource_url_osm_domain;title_mentions_osm_export,geodata;health;health facilities,8,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/0329cb05-a0c4-41a8-8443-045aea3dbc76__hotosm-syc-health-facilities.json
034949a2-39cb-47b0-8fa9-d31948def967,hotosm_svk_sea_ports,Slovakia Sea Ports (OpenStreetMap Export),Humanitarian OpenStreetMap Team (HOT),OpenStreetMap contributors,Open Database License (ODC-ODbL),dataset_source_mentions_openstreetmap;notes_mentions_openstreetmap;odbl_license_plus_osm_cue;organization_mentions_osm_or_hot;resource_url_osm_domain;title_mentions_osm_export,facilities-infrastructure;geodata;ports,12,/mnt/c/Users/benny/OneDrive/Documents/Github/hdx-metadata-crawler/hdx_dataset_metadata_dump/dataset_metadata/034949a2-39cb-47b0-8fa9-d31948def967__hotosm-svk-sea-ports.json
