filename,id,title,risk_data_type,composite_score,has_hazard_block,has_exposure_block,has_vulnerability_block,has_loss_block,validation_status,validation_errors,validation_error_summary
rdls_exp-zmbworldbank_infrastructure.json,rdls_exp-zmbworldbank_infrastructure,Zambia - Infrastructure,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zmbworldbank_environment.json,rdls_exp-zmbworldbank_environment,Zambia - Environment,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zmbworldbank_energymining.json,rdls_exp-zmbworldbank_energymining,Zambia - Energy and Mining,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zmbworldbank_economygrowth.json,rdls_exp-zmbworldbank_economygrowth,Zambia - Economy and Growth,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zmbworldbank_economicsocialenvironment.json,rdls_exp-zmbworldbank_economicsocialenvironment,"Zambia - Economic, Social, Environmental, Health, Education, Development and Energy",exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zmbwhosonfirst_wofadministrativesubdivis.json,rdls_exp-zmbwhosonfirst_wofadministrativesubdivis,Zambia: WOF Administrative Subdivisions and Human Settlements,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zmbunhcr_onemehebalocalareaplan202.json,rdls_exp-zmbunhcr_onemehebalocalareaplan202,Zambia - One Meheba Local Area Plan - 2024,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zmbunhcr_dataforciblydisplacedpopu.json,rdls_exp-zmbunhcr_dataforciblydisplacedpopu,Zambia - Data on forcibly displaced populations and stateless persons,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zmbunhcr_covid19impactassessmentli_d2f286a4.json,rdls_exp-zmbunhcr_covid19impactassessmentli_d2f286a4,Zambia - COVID-19 Impact Assessment on Refugee Livelihoods: Multistakeholder Rapid Assessment - 2020,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zmbunhcr_covid19impactassessmentli.json,rdls_exp-zmbunhcr_covid19impactassessmentli,Zambia - COVID-19 Impact Assessment on Refugee Livelihoods: Multistakeholder Rapid Assessment - 2020,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zmbunhabitat_demographichealtheducatio.json,rdls_exp-zmbunhabitat_demographichealtheducatio,"Zambia - Demographic, Health, Education and Transport indicators",exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zmbourairports_airports.json,rdls_exp-zmbourairports_airports,Airports in Zambia,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zmbmetad4g_highresolutionpopulationd.json,rdls_exp-zmbmetad4g_highresolutionpopulationd,Zambia: High Resolution Population Density Maps + Demographic Estimates,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zmbkontur_populationdensity400mh3he.json,rdls_exp-zmbkontur_populationdensity400mh3he,Zambia: Population Density for 400m H3 Hexagons,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zmbgrid3_zmbsettlementextentsv30.json,rdls_exp-zmbgrid3_zmbsettlementextentsv30,GRID3 ZMB - Settlement Extents v3.0,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zmbgrid3_modelledgriddedpopulation.json,rdls_exp-zmbgrid3_modelledgriddedpopulation,"Modelled gridded population estimates for Zambia 2019, version 1.0",exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zmbgem_level1exposuredata.json,rdls_exp-zmbgem_level1exposuredata,Zambia: Level 1 Exposure Data,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zmbethzprs_pomelohighresolutionpopul.json,rdls_exp-zmbethzprs_pomelohighresolutionpopul,POMELO - Zambia High Resolution Population Density,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zmbdhs_subnationaldemographichea.json,rdls_exp-zmbdhs_subnationaldemographichea,Zambia - Subnational Demographic and Health Data,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zmbdhs_nationaldemographichealth.json,rdls_exp-zmbdhs_nationaldemographichealth,Zambia - National Demographic and Health Data,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zmbcrosscut_settlementcatchmentareas.json,rdls_exp-zmbcrosscut_settlementcatchmentareas,Zambia - Settlement catchment areas,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zmbcred_emdatcountryprofiles.json,rdls_exp-zmbcred_emdatcountryprofiles,"EM-DAT - Country Profiles, Zambia",exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zmbcopernicus_globalhumansettlementlaye.json,rdls_exp-zmbcopernicus_globalhumansettlementlaye,Zambia: Copernicus Global Human Settlement Layer (GHSL),exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zafworldpop_spatialdistributionpopula.json,rdls_exp-zafworldpop_spatialdistributionpopula,South Africa - Spatial Distribution of Population (2015-2030),exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zafworldpop_pregnancies.json,rdls_exp-zafworldpop_pregnancies,South Africa - Pregnancies,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zafworldpop_populationdensity.json,rdls_exp-zafworldpop_populationdensity,South Africa - Population Density,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zafworldpop_populationcounts.json,rdls_exp-zafworldpop_populationcounts,South Africa - Population Counts,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zafworldpop_births.json,rdls_exp-zafworldpop_births,South Africa - Births,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zafworldpop_agegenderstructures.json,rdls_exp-zafworldpop_agegenderstructures,South Africa - Age and gender structures,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zafworldbank_urbandevelopment.json,rdls_exp-zafworldbank_urbandevelopment,South Africa - Urban Development,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zafworldbank_publicsector.json,rdls_exp-zafworldbank_publicsector,South Africa - Public Sector,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zafworldbank_privatesector.json,rdls_exp-zafworldbank_privatesector,South Africa - Private Sector,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zafworldbank_infrastructure.json,rdls_exp-zafworldbank_infrastructure,South Africa - Infrastructure,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zafworldbank_environment.json,rdls_exp-zafworldbank_environment,South Africa - Environment,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zafworldbank_energymining.json,rdls_exp-zafworldbank_energymining,South Africa - Energy and Mining,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zafworldbank_economygrowth.json,rdls_exp-zafworldbank_economygrowth,South Africa - Economy and Growth,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zafworldbank_economicsocialenvironment.json,rdls_exp-zafworldbank_economicsocialenvironment,"South Africa - Economic, Social, Environmental, Health, Education, Development and Energy",exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zafwhosonfirst_wofadministrativesubdivis.json,rdls_exp-zafwhosonfirst_wofadministrativesubdivis,South Africa: WOF Administrative Subdivisions and Human Settlements,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zafunhcr_resultsmonitoringsurvey20.json,rdls_exp-zafunhcr_resultsmonitoringsurvey20,South Africa - Results Monitoring Survey - 2022,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zafunhcr_dataforciblydisplacedpopu.json,rdls_exp-zafunhcr_dataforciblydisplacedpopu,South Africa - Data on forcibly displaced populations and stateless persons,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zafunhabitat_demographichealtheducatio.json,rdls_exp-zafunhabitat_demographichealtheducatio,"South africa - Demographic, Health, Education and Transport indicators",exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zafportwatch_dailyportactivitydataship.json,rdls_exp-zafportwatch_dailyportactivitydataship,South Africa: Daily Port Activity Data and Shipment Estimates,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zafourairports_airports.json,rdls_exp-zafourairports_airports,Airports in South Africa,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zafmetad4g_highresolutionpopulationd.json,rdls_exp-zafmetad4g_highresolutionpopulationd,South Africa: High Resolution Population Density Maps + Demographic Estimates,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zafkontur_populationdensity400mh3he.json,rdls_exp-zafkontur_populationdensity400mh3he,South Africa: Population Density for 400m H3 Hexagons,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zafgrid3_zafsettlementextentsv30.json,rdls_exp-zafgrid3_zafsettlementextentsv30,GRID3 ZAF - Settlement Extents v3.0,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zafdhs_subnationaldemographichea.json,rdls_exp-zafdhs_subnationaldemographichea,South Africa - Subnational Demographic and Health Data,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zafdhs_nationaldemographichealth.json,rdls_exp-zafdhs_nationaldemographichealth,South Africa - National Demographic and Health Data,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zafcred_emdatcountryprofiles.json,rdls_exp-zafcred_emdatcountryprofiles,"EM-DAT - Country Profiles, South Africa",exposure,1.0,False,True,False,False,valid,0,
rdls_exp-zafcopernicus_globalhumansettlementlaye.json,rdls_exp-zafcopernicus_globalhumansettlementlaye,South Africa: Copernicus Global Human Settlement Layer (GHSL),exposure,1.0,False,True,False,False,valid,0,
rdls_exp-yemworldpop_spatialdistributionpopula.json,rdls_exp-yemworldpop_spatialdistributionpopula,Yemen - Spatial Distribution of Population (2015-2030),exposure,1.0,False,True,False,False,valid,0,
rdls_exp-yemworldpop_pregnancies.json,rdls_exp-yemworldpop_pregnancies,Yemen - Pregnancies,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-yemworldpop_populationdensity.json,rdls_exp-yemworldpop_populationdensity,Yemen - Population Density,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-yemworldpop_populationcounts.json,rdls_exp-yemworldpop_populationcounts,Yemen - Population Counts,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-yemworldpop_griddedpopulationestimate.json,rdls_exp-yemworldpop_griddedpopulationestimate,"Gridded Population Estimates for Yemen using UN COD-PS Estimates 2019, 2023 and 2024, version 1.0",exposure,1.0,False,True,False,False,valid,0,
rdls_exp-yemworldpop_births.json,rdls_exp-yemworldpop_births,Yemen - Births,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-yemworldpop_agegenderstructures.json,rdls_exp-yemworldpop_agegenderstructures,Yemen - Age and gender structures,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-yemworldbank_repurbandevelopment.json,rdls_exp-yemworldbank_repurbandevelopment,"Yemen, Rep. - Urban Development",exposure,1.0,False,True,False,False,valid,0,
rdls_exp-yemworldbank_reppublicsector.json,rdls_exp-yemworldbank_reppublicsector,"Yemen, Rep. - Public Sector",exposure,1.0,False,True,False,False,valid,0,
rdls_exp-yemworldbank_repprivatesector.json,rdls_exp-yemworldbank_repprivatesector,"Yemen, Rep. - Private Sector",exposure,1.0,False,True,False,False,valid,0,
rdls_exp-yemworldbank_repinfrastructure.json,rdls_exp-yemworldbank_repinfrastructure,"Yemen, Rep. - Infrastructure",exposure,1.0,False,True,False,False,valid,0,
rdls_exp-yemworldbank_repenvironment.json,rdls_exp-yemworldbank_repenvironment,"Yemen, Rep. - Environment",exposure,1.0,False,True,False,False,valid,0,
rdls_exp-yemworldbank_repenergymining.json,rdls_exp-yemworldbank_repenergymining,"Yemen, Rep. - Energy and Mining",exposure,1.0,False,True,False,False,valid,0,
rdls_exp-yemworldbank_repeconomygrowth.json,rdls_exp-yemworldbank_repeconomygrowth,"Yemen, Rep. - Economy and Growth",exposure,1.0,False,True,False,False,valid,0,
rdls_exp-yemworldbank_repeconomicsocialenvironm.json,rdls_exp-yemworldbank_repeconomicsocialenvironm,"Yemen, Rep. - Economic, Social, Environmental, Health, Education, Development and Energy",exposure,1.0,False,True,False,False,valid,0,
rdls_exp-yemwhosonfirst_wofadministrativesubdivis.json,rdls_exp-yemwhosonfirst_wofadministrativesubdivis,Yemen: WOF Administrative Subdivisions and Human Settlements,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-yemuscensus_subnationalpopulationhous.json,rdls_exp-yemuscensus_subnationalpopulationhous,"Yemen Subnational Population and Housing Data Tables with Administrative Boundaries, Based on Nation",exposure,1.0,False,True,False,False,valid,0,
rdls_exp-yemunhcr_dataforciblydisplacedpopu.json,rdls_exp-yemunhcr_dataforciblydisplacedpopu,Yemen - Data on forcibly displaced populations and stateless persons,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-yemunhabitat_housingslumsinformal.json,rdls_exp-yemunhabitat_housingslumsinformal,"Yemen - Housing, slums and informal settlements",exposure,1.0,False,True,False,False,valid,0,
rdls_exp-yemportwatch_dailyportactivitydataship.json,rdls_exp-yemportwatch_dailyportactivitydataship,Yemen: Daily Port Activity Data and Shipment Estimates,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-yemourairports_airports.json,rdls_exp-yemourairports_airports,Airports in Yemen,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-yemochayem_ports.json,rdls_exp-yemochayem_ports,Yemen - Ports,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-yemochayem_jiafhumanitarianneedsresp.json,rdls_exp-yemochayem_jiafhumanitarianneedsresp,Yemen: JIAF Humanitarian Needs and Response Plan,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-yemochayem_airportsseaports.json,rdls_exp-yemochayem_airportsseaports,Yemen: Airports and Seaports,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-yemochahpc_needs.json,rdls_exp-yemochahpc_needs,Yemen: Humanitarian Needs,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-yemkontur_populationdensity400mh3he.json,rdls_exp-yemkontur_populationdensity400mh3he,Yemen: Population Density for 400m H3 Hexagons,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-yeminteraction_workmembers.json,rdls_exp-yeminteraction_workmembers,Yemen - Work of InterAction Members,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-yemhdx_choleraoutbreakepidemiolo.json,rdls_exp-yemhdx_choleraoutbreakepidemiolo,Yemen: Cholera Outbreak Epidemiology Update Data,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-yemgem_level1exposuredata.json,rdls_exp-yemgem_level1exposuredata,Yemen: Level 1 Exposure Data,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-yemedclyem_affectedschools.json,rdls_exp-yemedclyem_affectedschools,Affected Schools in Yemen,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-yemdhs_subnationaldemographichea.json,rdls_exp-yemdhs_subnationaldemographichea,Yemen - Subnational Demographic and Health Data,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-yemdhs_nationaldemographichealth.json,rdls_exp-yemdhs_nationaldemographichealth,Yemen - National Demographic and Health Data,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-yemcred_emdatcountryprofiles.json,rdls_exp-yemcred_emdatcountryprofiles,"EM-DAT - Country Profiles, Yemen",exposure,1.0,False,True,False,False,valid,0,
rdls_exp-yemcopernicus_globalhumansettlementlaye.json,rdls_exp-yemcopernicus_globalhumansettlementlaye,Yemen: Copernicus Global Human Settlement Layer (GHSL),exposure,1.0,False,True,False,False,valid,0,
rdls_exp-yemcimp_infrastructure.json,rdls_exp-yemcimp_infrastructure,Yemen Impact on Civilian Infrastructure.,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-wsmworldpop_samoaspatialdistributionp.json,rdls_exp-wsmworldpop_samoaspatialdistributionp,Samoa - Spatial Distribution of Population (2015-2030),exposure,1.0,False,True,False,False,valid,0,
rdls_exp-wsmworldpop_samoapopulationdensity.json,rdls_exp-wsmworldpop_samoapopulationdensity,Samoa - Population Density,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-wsmworldpop_samoapopulationcounts.json,rdls_exp-wsmworldpop_samoapopulationcounts,Samoa - Population Counts,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-wsmworldpop_samoaagegenderstructures.json,rdls_exp-wsmworldpop_samoaagegenderstructures,Samoa - Age and gender structures,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-wsmworldbank_samoaurbandevelopment.json,rdls_exp-wsmworldbank_samoaurbandevelopment,Samoa - Urban Development,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-wsmworldbank_samoapublicsector.json,rdls_exp-wsmworldbank_samoapublicsector,Samoa - Public Sector,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-wsmworldbank_samoaprivatesector.json,rdls_exp-wsmworldbank_samoaprivatesector,Samoa - Private Sector,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-wsmworldbank_samoainfrastructure.json,rdls_exp-wsmworldbank_samoainfrastructure,Samoa - Infrastructure,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-wsmworldbank_samoaenvironment.json,rdls_exp-wsmworldbank_samoaenvironment,Samoa - Environment,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-wsmworldbank_samoaenergymining.json,rdls_exp-wsmworldbank_samoaenergymining,Samoa - Energy and Mining,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-wsmworldbank_samoaeconomygrowth.json,rdls_exp-wsmworldbank_samoaeconomygrowth,Samoa - Economy and Growth,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-wsmworldbank_samoaeconomicsocialenviro.json,rdls_exp-wsmworldbank_samoaeconomicsocialenviro,"Samoa - Economic, Social, Environmental, Health, Education, Development and Energy",exposure,1.0,False,True,False,False,valid,0,
rdls_exp-wsmwhosonfirst_samoawofadministrativesub.json,rdls_exp-wsmwhosonfirst_samoawofadministrativesub,Samoa: WOF Administrative Subdivisions and Human Settlements,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-wsmunhcr_samoadataforciblydisplace.json,rdls_exp-wsmunhcr_samoadataforciblydisplace,Samoa - Data on forcibly displaced populations and stateless persons,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-wsmunhabitat_samoademographichealthedu.json,rdls_exp-wsmunhabitat_samoademographichealthedu,"Samoa - Demographic, Health, Education and Transport indicators",exposure,1.0,False,True,False,False,valid,0,
rdls_exp-wsmportwatch_samoadailyportactivitydat.json,rdls_exp-wsmportwatch_samoadailyportactivitydat,Samoa: Daily Port Activity Data and Shipment Estimates,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-wsmourairports_airportssamoa.json,rdls_exp-wsmourairports_airportssamoa,Airports in Samoa,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-wsmmetad4g_samoahighresolutionpopula.json,rdls_exp-wsmmetad4g_samoahighresolutionpopula,Samoa: High Resolution Population Density Maps + Demographic Estimates,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-wsmkontur_samoapopulationdensity400.json,rdls_exp-wsmkontur_samoapopulationdensity400,Samoa: Population Density for 400m H3 Hexagons,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-wsmcopernicus_samoaglobalhumansettlemen.json,rdls_exp-wsmcopernicus_samoaglobalhumansettlemen,Samoa: Copernicus Global Human Settlement Layer (GHSL),exposure,1.0,False,True,False,False,valid,0,
rdls_exp-wlfworldpop_wallisfutunaislandsspatia.json,rdls_exp-wlfworldpop_wallisfutunaislandsspatia,Wallis and Futuna Islands - Spatial Distribution of Population (2015-2030),exposure,1.0,False,True,False,False,valid,0,
rdls_exp-wlfworldpop_wallisfutunaislandspopula_5ecc9ba5.json,rdls_exp-wlfworldpop_wallisfutunaislandspopula_5ecc9ba5,Wallis and Futuna Islands - Population Counts,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-wlfworldpop_wallisfutunaislandspopula.json,rdls_exp-wlfworldpop_wallisfutunaislandspopula,Wallis and Futuna Islands - Population Density,exposure,1.0,False,True,False,False,valid,0,
rdls_exp-wlfworldpop_wallisfutunaislandsagegen.json,rdls_exp-wlfworldpop_wallisfutunaislandsagegen,Wallis and Futuna Islands - Age and gender structures,exposure,1.0,False,True,False,False,valid,0,
