dataset_id,title,organization,dataset_source,license_title,tags,groups,formats,is_osm,excluded_by_policy,rdls_candidate,rdls_components,confidence,score_hazard,score_exposure,score_vulnerability_proxy,score_loss_impact,top_signals,decision,components_override,notes
15a1518d-a6e4-47b4-818a-74058f4e2316,"Satellite detected water extent in Region 9 - Upper Takutu-Upper Essequibo, Guyana as of 16 August 2021",United Nations Satellite Centre (UNOSAT),UN Operational Satellite Applications Programme (UNOSAT),Creative Commons Attribution Share-Alike (CC BY-SA),flooding;geodata,Guyana,GEODATABASE;SHP,False,False,True,hazard;exposure,medium,5,6,2,0,tag:flooding(+5)→hazard | tag:geodata(+2)→exposure | kw:\b(population|people|inhabitant)\b(+2)→exposure | kw:\b(resident|demographic|census)\b(+2)→exposure | kw:\bdemographic(s)?\b(+2)→vulnerability_proxy,,,
200383ac-3203-4631-95a9-ea89edbbf192,"Damage assessment in Dinagat Island, Region XIII of Philippines as of 23 December 2021",United Nations Satellite Centre (UNOSAT),UN Operational Satellite Applications Programme (UNOSAT),Creative Commons Attribution Share-Alike (CC BY-SA),cyclones-hurricanes-typhoons;geodata,Philippines,GEODATABASE;SHP,False,False,True,hazard;exposure,medium,5,6,0,2,tag:cyclones-hurricanes-typhoons(+5)→hazard | tag:geodata(+2)→exposure | kw:\bport(s)?\b(+2)→exposure | kw:\bbuildings?\b(+2)→exposure | kw:\bdamage\b(+2)→loss_impact,,,
25664633-2224-411c-b9ad-18847673e887,Mozambique Livelihood Zones,OCHA Mozambique,FEWS NET,Creative Commons Attribution International (CC BY),cyclones-hurricanes-typhoons;geodata,Mozambique,SHP,False,False,True,hazard;exposure,medium,5,6,2,0,tag:cyclones-hurricanes-typhoons(+5)→hazard | tag:geodata(+2)→exposure | kw:\b(population|people|inhabitant)\b(+2)→exposure | kw:\b(food.?security|food.?production)\b(+2)→exposure | kw:\bfood security\b(+2)→vulnerability_proxy,,,
2cf66405-0f39-47d3-8de3-954840b55f0b,"Buildings Damage Assessment & Related Density  in Kadavu  Province, Eastern Division,  Republic of Fiji",United Nations Satellite Centre (UNOSAT),UN Operational Satellite Applications Programme (UNOSAT),Creative Commons Attribution Share-Alike (CC BY-SA),cyclones-hurricanes-typhoons;geodata,Fiji,GEODATABASE;SHP,False,False,True,hazard;exposure,medium,5,6,0,2,tag:cyclones-hurricanes-typhoons(+5)→hazard | tag:geodata(+2)→exposure | kw:\bbuildings?\b(+2)→exposure | kw:\b(building|structure|dwelling)\b(+2)→exposure | kw:\bdamage\b(+2)→loss_impact,,,
31bd2db4-d6bd-4ce0-93ff-0a668ce42766,"Damage Assessment in Bucay Town, Abra Province, Cordillera Administrative Region, Philippines",United Nations Satellite Centre (UNOSAT),UN Operational Satellite Applications Programme (UNOSAT),Creative Commons Attribution Share-Alike (CC BY-SA),earthquake-tsunami;geodata,Philippines,GEODATABASE;SHP,False,False,True,hazard;exposure,medium,5,6,0,2,tag:earthquake-tsunami(+5)→hazard | tag:geodata(+2)→exposure | kw:\bbuildings?\b(+2)→exposure | kw:\b(building|structure|dwelling)\b(+2)→exposure | kw:\bdamage\b(+2)→loss_impact,,,
513e9285-e24b-49b1-a16a-24bd0bc27e01,Philippines: Natural disaster events in 2019,OCHA Philippines,OCHA Philippines,Creative Commons Attribution International (CC BY),affected population;natural disasters,Philippines,XLSX,False,False,True,loss_impact,medium,3,4,0,6,tag:affected population(+4)→loss_impact | tag:natural disasters(+3)→hazard | kw:\b(population|people|inhabitant)\b(+2)→exposure | kw:\b(displaced|refugee|idp)\b(+2)→exposure | kw:\baffected\b(+2)→loss_impact,,,
548867d7-f6b3-4357-aeeb-fb328523b623,"Landslide/mudslide Impact in Thame Village, Solukhumbu District, Koshi Province  as of 17 August 2024",United Nations Satellite Centre (UNOSAT),UN Operational Satellite Applications Programme (UNOSAT),Creative Commons Attribution Share-Alike (CC BY-SA),geodata;natural disasters,Nepal,GEODATABASE;SHP,False,False,True,hazard;exposure,medium,5,6,0,2,tag:natural disasters(+3)→hazard | tag:geodata(+2)→exposure | kw:\b(landslide|mudslide|rockfall)\b(+2)→hazard | kw:\broad(s)?\b(+2)→exposure | kw:\bbuildings?\b(+2)→exposure | kw:\baffected\b(+2)→loss_impact,,,
5e9d9557-2a0e-40eb-ab3f-90af68176830,Socio economic impacts of internal displacement in Sierra Leone,Internal Displacement Monitoring Centre (IDMC),Internal Displacement Monitoring Centre (IDMC),Creative Commons Attribution International (CC BY),displacement;forced displacement;internally displaced persons-idp;natural disasters,Sierra Leone,XLSX,False,False,True,exposure,medium,3,6,2,2,tag:natural disasters(+3)→hazard | kw:\b(house|housing|residential)\b(+2)→exposure | kw:\b(population|people|inhabitant)\b(+2)→exposure | kw:\b(displaced|refugee|idp)\b(+2)→exposure | kw:\bdisabilit(y|ies)\b(+2)→vulnerability_proxy | kw:\bloss(es)?\b(+2)→loss_impact,,,
88c7de52-880d-4104-97eb-010fb8f8ff60,"Damage Assessment in West Santo and South Santo Municipality, Sanma Province, Vanuatu",United Nations Satellite Centre (UNOSAT),UN Operational Satellite Applications Programme (UNOSAT),Creative Commons Attribution Share-Alike (CC BY-SA),cyclones-hurricanes-typhoons;geodata,Vanuatu,GEODATABASE;SHP,False,False,True,hazard;exposure,medium,5,6,0,2,tag:cyclones-hurricanes-typhoons(+5)→hazard | tag:geodata(+2)→exposure | kw:\bbuildings?\b(+2)→exposure | kw:\b(building|structure|dwelling)\b(+2)→exposure | kw:\bdamage\b(+2)→loss_impact,,,
894a63c5-d0c2-4619-a5d3-f3f3a52dacfc,Satellite detected water extents between 13 & 17 November 2020 in Honduras,United Nations Satellite Centre (UNOSAT),UN Operational Satellite Applications Programme (UNOSAT),Creative Commons Attribution Share-Alike (CC BY-SA),cyclones-hurricanes-typhoons;geodata,Honduras,GEODATABASE;SHP,False,False,True,hazard;exposure,medium,5,6,2,0,tag:cyclones-hurricanes-typhoons(+5)→hazard | tag:geodata(+2)→exposure | kw:\b(population|people|inhabitant)\b(+2)→exposure | kw:\b(resident|demographic|census)\b(+2)→exposure | kw:\bdemographic(s)?\b(+2)→vulnerability_proxy,,,
900c91b7-3e89-458d-9890-f7d009a1d7e1,"Damage assessment in Chabondo village, Kalehe Territory, Sud-Kivu Province, DR. of the Congo as of 09 May 2023",United Nations Satellite Centre (UNOSAT),UN Operational Satellite Applications Programme (UNOSAT),Creative Commons Attribution Share-Alike (CC BY-SA),flooding;geodata,Democratic Republic of the Congo,GEODATABASE;SHP,False,False,True,hazard,medium,5,4,0,4,tag:flooding(+5)→hazard | tag:geodata(+2)→exposure | kw:\bbuildings?\b(+2)→exposure | kw:\bdamage\b(+2)→loss_impact | kw:\baffected\b(+2)→loss_impact,,,
aac8c274-da9f-4444-9fb0-40a6f4f4f7a8,West Sulawesi EQ - Building Damage,UNFPA Indonesia (inactive),BNPB,Multiple Licenses,earthquake-tsunami;geodata,Indonesia,SHP,False,False,True,hazard;exposure,medium,5,6,0,2,tag:earthquake-tsunami(+5)→hazard | tag:geodata(+2)→exposure | kw:\bbuildings?\b(+2)→exposure | kw:\b(building|structure|dwelling)\b(+2)→exposure | kw:\bdamage\b(+2)→loss_impact,,,
ab8034d9-c7ee-407c-88cd-7892146d604a,"Building Damage Assessment in Bagerhat District, Khulna Division, Bangladesh as of 4 June 2024",United Nations Satellite Centre (UNOSAT),UN Operational Satellite Applications Programme (UNOSAT),Creative Commons Attribution Share-Alike (CC BY-SA),cyclones-hurricanes-typhoons;geodata,Bangladesh,GEODATABASE;SHP,False,False,True,hazard;exposure,medium,5,6,0,2,tag:cyclones-hurricanes-typhoons(+5)→hazard | tag:geodata(+2)→exposure | kw:\bbuildings?\b(+2)→exposure | kw:\b(building|structure|dwelling)\b(+2)→exposure | kw:\bdamage\b(+2)→loss_impact,,,
af780cd9-9ef2-4899-9109-540d1f25623b,"Preliminary satellite-derived impact assessment on health facilities, Arbaat Dam, Al Ganap Locality, Red Sea State, Sudan, 2 September 2024",United Nations Satellite Centre (UNOSAT),UN Operational Satellite Applications Programme (UNOSAT),Creative Commons Attribution Share-Alike (CC BY-SA),flooding;geodata,Sudan,GEODATABASE;SHP,False,False,True,hazard;exposure,medium,5,6,0,2,tag:flooding(+5)→hazard | tag:geodata(+2)→exposure | kw:\bfacilit(y|ies)\b(+2)→exposure | kw:\b(household|family)\b(+2)→exposure | kw:\baffected\b(+2)→loss_impact,,,
bd5f8c67-0041-43b0-9b48-c642cc606c40,"Building Damage Assessment in Paikgachha Upazila, Khulna District, Khulna Division, Bangladesh as of 4 June 2024",United Nations Satellite Centre (UNOSAT),UN Operational Satellite Applications Programme (UNOSAT),Creative Commons Attribution Share-Alike (CC BY-SA),cyclones-hurricanes-typhoons;geodata,Bangladesh,GEODATABASE;SHP,False,False,True,hazard;exposure,medium,5,6,0,2,tag:cyclones-hurricanes-typhoons(+5)→hazard | tag:geodata(+2)→exposure | kw:\bbuildings?\b(+2)→exposure | kw:\b(building|structure|dwelling)\b(+2)→exposure | kw:\bdamage\b(+2)→loss_impact,,,
c1280391-c1f8-4f38-9b24-9621433c9959,North East Nigeria People in Need and People Targeted for Nutrition Assistance in 2019.,iMMAP Inc.,iMMAP,Creative Commons Attribution International (CC BY),humanitarian response plan-hrp;nutrition;people in need-pin,Nigeria,CSV,False,False,True,exposure;loss_impact,medium,0,6,2,5,tag:people in need-pin(+3)→loss_impact | tag:nutrition(+2)→vulnerability_proxy | kw:\bsettlement(s)?\b(+2)→exposure | kw:\b(population|people|inhabitant)\b(+2)→exposure | kw:\b(displaced|refugee|idp)\b(+2)→exposure | kw:\baffected\b(+2)→loss_impact,,,
c3b8a946-ee57-4be3-bc7f-5b626338617b,"Damage Assessment in Sagaing and Mandalay, Myanmar as of 30 March 2025",United Nations Satellite Centre (UNOSAT),UN Operational Satellite Applications Programme (UNOSAT),Creative Commons Attribution Share-Alike (CC BY-SA),crisis-myanmar-earthquake;earthquake-tsunami;geodata,Myanmar,GEODATABASE;SHP;XLSX,False,False,True,hazard,medium,5,4,0,4,tag:earthquake-tsunami(+5)→hazard | tag:geodata(+2)→exposure | kw:\bbuildings?\b(+2)→exposure | kw:\bdamage\b(+2)→loss_impact | kw:\baffected\b(+2)→loss_impact,,,
ca5b66aa-e20b-46ac-b6f2-52f65cda1ebf,"Mudslide impact in Jalal-Abad Regions, Kyrgyzstan as of 30 July 2024",United Nations Satellite Centre (UNOSAT),UN Operational Satellite Applications Programme (UNOSAT),Creative Commons Attribution Share-Alike (CC BY-SA),geodata;natural disasters,Kyrgyzstan,GEODATABASE;SHP,False,False,True,hazard;exposure,medium,5,6,0,2,tag:natural disasters(+3)→hazard | tag:geodata(+2)→exposure | kw:\b(landslide|mudslide|rockfall)\b(+2)→hazard | kw:\bbridge(s)?\b(+2)→exposure | kw:\bbuildings?\b(+2)→exposure | kw:\baffected\b(+2)→loss_impact,,,
d16ff8bc-d194-4ccb-8f57-54cb6fe32ff5,"Building Damage Assessment in Rampal Upazila Bagerhat District, Khulna Division, Bangladesh as of 4 June 2024",United Nations Satellite Centre (UNOSAT),UN Operational Satellite Applications Programme (UNOSAT),Creative Commons Attribution Share-Alike (CC BY-SA),cyclones-hurricanes-typhoons;geodata,Bangladesh,GEODATABASE;SHP,False,False,True,hazard;exposure,medium,5,6,0,2,tag:cyclones-hurricanes-typhoons(+5)→hazard | tag:geodata(+2)→exposure | kw:\bbuildings?\b(+2)→exposure | kw:\b(building|structure|dwelling)\b(+2)→exposure | kw:\bdamage\b(+2)→loss_impact,,,
d595be2c-e26d-43e8-8bed-9d4d84f168f3,Papua New Guinea: Education Facilities,UN in Papua New Guinea,UN in Papua New Guinea,Creative Commons Attribution International (CC BY),earthquake-tsunami;education;education facilities-schools,Papua New Guinea,XLSX,False,False,True,hazard;exposure,medium,5,6,2,0,tag:earthquake-tsunami(+5)→hazard | tag:education facilities-schools(+4)→exposure | tag:education(+2)→vulnerability_proxy | kw:\bfacilit(y|ies)\b(+2)→exposure,,,
